"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,2686,"Dometic Fridge Hinge Flap for RM8, RMS8 & RGE2100 Absorption Refrigerator",P,241212501,,Dometic,,Right,"<h1>Dometic Replacement Fridge Hinge 241212501</h1> <h2>Features:</h2> <ul> <li>Suitable for RM8 series, RMS8 series and RGE2100 fridges</li> </ul> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>Part no. 241212501</p> <p>EAN 7332464181463</p>",19.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"The Dometic fridge hinge 241212501 is sent on a next working day carrier!",none,0,10,"Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",26158,b/468/Hinge-Freezer-Flap-241212501-2__67479.jpg,"Dometic Fridge Hinge spare part for RM8 and RMS8",Y,0,26159,g/020/Hinge-Freezer-Flap-241212501-1__71939.jpg,"RGE2100 replacement hinge for absorption fridge freezer",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic, Fridge, Hinge, 241212501, freezer, evaporator, flap, door, internal, 7332464181463, hinge freezer flap, RM8, RMS8, RGE2100","Dometic RM RMS and RGE2100 Fridge Hinge 241212501","Dometic, Fridge, Hinge, 241212501, freezer, evaporator, flap, door, internal, 7332464181463, hinge freezer flap, RM8, RMS8, RGE2100","The Dometic Spare Fridge Hinge for RM8, RMS8 and RGE2100 is available on a next working day service. Suitable replacement part for Dometic absorption fridge freezers",,,,New,N,N,,N,,,0,"Default Tax Class",7332464181463,N,/dometic/spare/fridge/hinge/241212501/freezer/,,,241212501,,
Product,2687,"Dometic Spare - Fridge Compartment Hinge 4499000102",P,4499000102,,Dometic,,Right,"<h1>Dometic Spare Fridge Compartment Hinge</h1> <h2>Suitable for Dometic fridges:</h2> <ul> <li>RMS 8400</li> <li>RMS 8401</li> <li>RMS 8405</li> <li>RMS 8460</li> <li>RMS 8461</li> <li>RMS 8485</li> <li>RMS 8500</li> <li>RMS 8500</li> <li>RMS 8500</li> <li>RMS 8500</li> <li>RMS 8500</li> <li>RMS 8500</li> <li>RGE 2100</li> </ul> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p><br /><strong>EAN 7332464336207</strong><br /><strong>Part 4499000102</strong></p>",19.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"The Dometic Spare Fridge Hinge 4499000102 is sent next working day","by product",0,0,"Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11791,l/928/Hinge-4499000102__10140.jpg,"Dometic Spare Fridge Hinge 4499000102",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic Spare Freezer Compartment Hinge 4499000102","Dometic, Spare, Fridge, Freezer, Compartment, Hinge, 4499000102, 7332464336207,","The Dometic Spare Freezer Compartment Hinge 4499000102 IS SENT NEXT WORKING DAY",,,,New,N,N,,N,,,0,"Default Tax Class",7332464336207,N,/dometic/spare/freezer/compartment/hinge/4499000102/,,,4499000102,,
Product,2688,"Vango Scran XL Camping Cooking Griddle ",P,ACQSCRANB05SO8,,Vango,,Right,"<h1>Vango Scran Camping Griddle</h1> <p>Who needs pans while camping when you have the Vango Scran Griddle! This non-stick cooking plate has a flat or ribbed surface, providing a healthier cooking style and is simple to clean.</p> <h2>Vango camping griddle features:</h2> <ul> <li>Easy clean flat or ribbed non-stick grill plate option</li> <li>Adjustable 5 setting thermostat with light indicator. Control the temperature whilst cooking (80-240oC)</li> <li>Extra long 2.5m cable with UK plug</li> <li>Heat resistant handles</li> <li>Leg Height Adjuster allows unwanted grease to easily drain away from food</li> </ul> <h2><br />Vango Scran XL specification:</h2> <ul> <li>Power: 1500 Watts</li> <li>Weight: 2.5kg</li> <li>Pack size: L81.5 x H13.5 x W30cm</li> </ul>",54.95,0.00,0.00,0.00,0.0000,N,"Vango Scran Camping griddle pan comes with a two year manufacturers warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"Vango Scran is sent via next working day delivery","by product",0,0,"Camping;Camping/Cooking;Camping/Cooking/Cookers & Stoves",17684,m/142/ACQSCRANB05SO8__16494.jpg,"Vango Scran XL griddle",Y,0,17349,l/996/vango-scran-griddle-specification__77205.jpg,"Vango camping griddle pan",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vango scran, vango pan, camping cooker","Vango Scran Non Stick Electric Camping Griddle Pan","Vango Scran, Camping Pan, Griddle Pan, Electric hot plate, ","Vango Scran is a double griddle cooking plate ideal for outdoors and camping. It is lightweight, has an adjustable thermostat and non-stick plate.",,,,New,N,N,,N,,,7,"Default Tax Class",5023519188422,N,/camping/cookers/stoves/vango/scran/xl/griddle/,,,ACQSCRANB05SO8,,
Product,2689,"Dometic Fridge Replacement Door Shelf  241334361 ",P,241334361,,Dometic,,Right,"<h1>Dometic caravan fridge spare door shelf</h1> <p>Dometic spare compatible with RML93... series fridges. Caravan and motor home fridge door shelf, door bin.</p> <ul> <li>Dimensions: 307x86x75mm</li> <li>Part no. 241334361 (replaces 241334360)</li> </ul> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p>",18.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares come with a two year manufacturers warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"Dometic fridge door shelf 241334361 is sent 2-3 working days delivery","by product",0,0,"Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",14531,w/182/dometic-fridge-door-shelf__20668.jpg,"Dometic Fridge Spare Door Shelf  241334361",Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"shelf, door bin, door shelf, ","Dometic Spare Fridge Door Shelf 241334361","Dometic, Spare, Fridge, Door, Shelf, 241334361,","Genuine Dometic spare fridge door shelf 241334361 fits RML93 series fridges and is sent 2-3 working day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/dometic/fridge/spare/door/shelf/241334361/,,,241334361,,
Product,2690,"Dometic Spare - Fridge Compartment Hinge 4499000101",P,4499000101,,Dometic,,Right,"<h1>Dometic Fridge Spares - Freezer Hinge</h1> <p>Genuine Dometic spare compatible with most series 6 and 7 caravan and motorhome fridges. This hinge fits the internal freezer compartment in Dometic fridge freezers. Screws not included.</p> <p>Part no. 4499000101 (replaces 44990000018)</p> <h3><span style=""font-size: small;"">Dometic Freezer Hinge Fits&nbsp;<span>RM:&nbsp;</span></span></h3> <p>6270/71,&nbsp;6290/91/95,&nbsp;6390/91,&nbsp;6400/01/05,&nbsp;7270/71,&nbsp;7290/91/95,&nbsp;7360/61,&nbsp;7370/71,&nbsp;7390/91, 7400/01/05, 7550 RGE 2000</p> <h3><span style=""font-size: small;"">Dometic Hinge Dimensions:</span></h3> <p>Bottom arm dimensions: 75mm x 24mm.<br />Top arm dimensions: 75mm x 44mm.</p> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p>",18.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares come with a two year manufacturers warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"The Dometic fridge compartment hinge is sent 2-3 working days delivery","by product",0,0,"Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",12977,x/339/4499000101__07798.jpg,"Dometic Spare  Parts Fridge Compartment Hinge for ",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hinge,","Dometic Spare Freezer Compartment Hinge 4499000102","Dometic, Spare, Fridge, Freezer, Compartment, Hinge, 4499000102,","Genuine Dometic spare part. Fridge freezer hinge part no. 4499000102 fits many RM series fridges and is sent 2-3 working days delivery",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/spares/dometic/freezer/hinge/4499000102/,,,4499000101,,
Product,2691,"Dometic Spare - Fridge Heater Element - 289020920",P,289020920,,Dometic,,Right,"<h1>Dometic Fridge Spares - Heater Element 230V 125W</h1> <p>Genuine Dometic replacement heating element is compatible with most RM53 series caravan and motorhome fridges.</p> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <h4><span style=""color: #ff0000;"">Must be fitted by qualified technical trained operatives only</span></h4> <p>Part no. 289020920 (replaces part no. 2890209204) alt. part no.&nbsp;289020942</p>",60.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares come with a two year manufacturers warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"Dometic spare fridge heating element 289020920 is sent next working day delivery","by product",22,0,"Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11871,t/291/289020920_3_JLS__57410.jpg,"Dometic fridge heater element 289020920",Y,0,11873,a/777/289020920_7_JLS__86728.jpg,"heater element 289020920 suitable with most RM53 series caravan and motor home fridges.",N,1,11874,r/470/289020920_9_JLS__36202.jpg,"Dometic fridge heater element 289020920",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"289020942,2890209204,","Dometic Spare Fridge Heating Element 289020920","Dometic, Spare, Fridge, Freezer, Heater, Element, 289020920, 7332464251012,","Genuine Dometic spare fridge heater element, part no. 289020920 fits RM53 model fridges.",,,,New,N,N,,N,,,0,"Default Tax Class",7332464251012,N,/dometic/spare/fridge/heater/289020920/,,,289020920,,
Product,2692,"Dometic Spare - Fridge Gas Burner Nozzle - 292203304",P,292203304,,Dometic,,Right,"<h1>Dometic Fridge Spares - KZ 45 Gas Burner Nozzle</h1> <p>Genuine Dometic spare compatible with most RM42xx series fridges.</p> <p>Fits Dometic fridges models: RM4200 RM4201 RM4212 RM4213 RM4211 RM4203 RM4215 GM65H RM4200A</p> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <h4><span style=""color: #ff0000;"">Must be fitted by qualified technical trained operatives only</span></h4> <p>Part no. 292203304</p> <p>&nbsp;</p>",16.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares come with a two year manufacturers warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic Gas Burner Nozzle 292203304 is sent 2-3 working days delivery",none,30,10,"Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11876,s/600/dometic-292203304-gas-nozzle__69564.jpg,"Dometic 292203304 gas burner nozzle",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nozzle burner, ","Dometic Spare Gas Burner Nozzle 292203304","Dometic, Spare, Nozzle, Gas, Burner, 292203304,","The Dometic gas burner nozzle spare part no. 292203304 fits RM42 model caravan and motorhome fridges. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/dometic/spare/nozzle/gas/burner/292203304/,,,292203304,,
Product,2693,"Dometic Spare Receptor Lock Tab 289058270",P,289058270,,Dometic,,Right,"<h1>Dometic Fridge Spares - Door Lock</h1> <h2><span style=""font-size: small;"">Genuine Dometic replacement receptor lock tab</span></h2> <p>Dometic fridge door lock is compatible with series 9 caravan and motorhome fridges.</p> <p>Dimensions: 37x13x33mm&nbsp;</p> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <p>Part no. 289058270</p>",22.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares come with a two year manufacturers warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic receptor lock tab 289058270 is sent 2-3 working days delivery","by product",0,10,"Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11852,w/483/Dometic-door-lock__33209.jpg,"Dometic spare fridge door lock 289058270",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic fridge spare, door lock","Dometic Spare Receptor Lock Tab 289058270","Dometic, Spare, Receptor, Lock, Tab, Fridge lock, 289058270,","Genuine Dometic spare receptor lock Tab 289058270 is sent 2-3 working days delivery",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/dometic/spare/receptor/lock/tab/289058270/,,,289058270,,
Product,2694,"Pyranha Kayak Deck Pod",P,SURFJET-DP,,Pyranha,,Right,"<h1>Pyranha Deck Pod for Surfjet Sit on Top Kayak</h1> <h2><span>Genuine Pyranha Accessory Pyranha and Venture Kayaks</span></h2> <p><span style=""font-size: small;"">The Pyranha deck pod gives quick and easy access to essential gear. This useful storage pod fits neatly into the recess area of your sit on top kayak and is secured by a bungee. At approx. 3L there is enough space to fit sunglasses, camera, snacks or a water bottle. The Pyranha deck pod has a water resistant cover made by industry leaders Kajak Sport. We recommend any electronic items are placed in a dry bag. Secured in place by bottle holder/bungee cord (not included)</span></p> <h3><span style=""font-size: small;"">Pyranha Kayak Deck Pod fits:</span></h3> <ul> <li><span style=""font-size: small;"">Surfjet</span></li> <li><span style=""font-size: small;"">Fusion Sit on Top</span></li> <li><span style=""font-size: small;"">Flex</span></li> <li><span style=""font-size: small;"">Easky&nbsp;</span></li> </ul> <h3>&nbsp;</h3>",29.95,0.00,0.00,0.00,0.0000,N,"All Pyranha Surfjet kayak accessories come with a 12 month manufacturers warranty.",0.1000,0.0000,0.0000,0.0000,Y,N,"Pyranha Surfjet accessories are sent via next working day delivery  ","by product",0,0,"Kayaks\/SUPS/Kayaks/Sit On Top",11771,z/852/Pyranha-surfjet-kayak-deck-pod-__96876.jpg,"Pyranha Surf Jet deck pod for sit on top kayak",Y,0,11772,c/584/Pyranha-surfjet-kayak-deck-pod-2__85362.jpg,"Pyranha kayak accessory - deck storage pod",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyranha Surfjet, Kayak, deck pod, ","Pyranha Kayak Accessory Deck Pod ","Pyranha surfjet, Pyranha accessories, kayak accessory, deck pod","The Pyranha deck pod storage console fits the Surfjet 2.0,Fusion sit on top kayak and the Venture Flex and Islay 14 SOT ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/kayaks/sit-on-top/pyranha/deck-pod/,,,,,
Product,2695,"Pyranha Surfjet Kayak Deck Line Kit",P,SURFJET-DK,,Pyranha,,Right,"<h1>Pyranha Surfjet 2.0 Kayak Deck Line Kit</h1> <h2>Genuine Pyranha Accessory for Surfjet Sit on Top Kayak</h2> <p>The Pyranha deck line kit allows you to secure essential items to the back of your Surf Jet sit on top kayak. Whether you need to secure a tackle box for a days kayak fishing or simply attach a dry bag with spare clothes, camera or snacks in, then the bungee deck line set is the perfect accessory.</p>",14.95,0.00,0.00,0.00,0.0000,N,"All Pyranha Surfjet kayak accessories come with a 12 month manufacturers warranty.",0.1000,0.0000,0.0000,0.0000,Y,N,"Pyranha Surfjet accessories are sent via next working day delivery  ","by product",0,0,"Kayaks\/SUPS/Kayaks/Sit On Top",11773,n/004/Pyranha-surfjet-kayak-deck-line-kit__35333.jpg,,Y,0,11774,c/463/Pyranha-surfjet-kayak-deck-line-kit-2__70745.jpg,"Pyranha deck line kit ",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyranha Surfjet, Kayak Seat, Deck line, ","Pyranha Surfjet 2.0 Accessory - Deck line Kit","Pyranha surfjet, Pyranha accessories, kayak accessory, deck line, bungee cord,","Genuine Pyranha accessories for the Surfjet 2.0 sit on top kayak including deluxe high back seat, wheel, deck pod, fishing kit, surf straps and deck lines. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/kayaks/sit-on-top/surfjet/deck-line/,,,,,
Product,2696,"Pyranha Surfjet Kayak Paddle Park",P,SURFJET-PP,,Pyranha,,Right,"<h1>Pyranha Surfjet 2.0 Kayak Paddle Park&nbsp;</h1> <h2>Genuine Pyranha Accessory for Surfjet Sit on Top Kayak</h2> <p>The Pyranha paddle park is a simple but useful accessory to the Surf jet sit on top kayak. It enables you to secure your paddle while taking photos, eating snacks or just relaxing and enjoying the view.&nbsp;<span style=""font-size: small;"">&nbsp;</span></p> <h3>&nbsp;</h3>",6.95,0.00,0.00,0.00,0.0000,N,"All Pyranha Surfjet kayak accessories come with a 12 month manufacturers warranty.",0.0200,0.0000,0.0000,0.0000,Y,N,"Pyranha Surfjet accessories are sent via 2-3 working day delivery  ","by product",0,0,"Kayaks\/SUPS/Kayaks/Sit On Top",11778,g/404/Pyranha-surfjet-kayak-paddle-park-2__95537.jpg,"Pyranha paddle park for Surfjet kayak ",Y,0,11777,y/399/Pyranha-surfjet-kayak-paddle-park__95675.jpg,"Pyranha paddle store bungee cord kit",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyranha Surfjet, Kayak Seat, Paddle Park","Pyranha Surfjet 2.0 Kayak Accessory - Paddle Park","Pyranha surfjet, Pyranha accessories, kayak accessory, paddle park, bungee cord,","Genuine Pyranha accessories for the Surfjet 2.0 sit on top kayak including deluxe high back seat, wheel, deck pod, fishing kit, paddle park and deck lines. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/kayaks/sit-on-top/pyranha/surfjet/paddle-park/,,,,,
Product,2697,"Pyranha Surfjet Kayak Drainage Scupper Plugs",P,SURFJET-SP,,Pyranha,,Right,"<h1>Pyranha Surfjet 2.0 Kayak Scupper Plugs&nbsp;</h1> <h2>Genuine Pyranha Accessory for Surfjet Sit on Top Kayak</h2> <p><span style=""font-size: small;"">The Pyranha scupper bungs come as a set of four and give paddlers a drier ride. Used to plug into the scupper holes of your Surf Jet kayak these will stop water infiltration while allowing water to drain from the hull.&nbsp;</span></p> <h3>&nbsp;</h3>",19.95,0.00,0.00,0.00,0.0000,N,"All Pyranha Surfjet kayak accessories come with a 12 month manufacturers warranty.",0.0200,0.0000,0.0000,0.0000,Y,N,"Pyranha Surfjet accessories are sent via 2-3 working day delivery  ","by product",0,0,"Kayaks\/SUPS/Kayaks/Sit On Top",11782,t/631/Pyranha-surfjet-kayak-scupper-plugs__20130.jpg,"Pyranha Surfjet accessory - scupper plugs",Y,0,11781,y/401/Pyranha-surfjet-kayak-scupper-plugs-2__13571.jpg,"Sit on top kayak scupper bungs",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyranha Surfjet, Kayak Seat, Scupper plugs","Pyranha Surfjet 2.0 Accessory - Scupper Plug Set","Pyranha surfjet, Pyranha accessories, kayak accessory, scupper plug,","Genuine Pyranha accessories for the Surfjet 2.0 sit on top kayak including deluxe high back seat, wheel, deck pod, fishing kit, scupper plugs and deck lines. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/kayaks/sit-on-top/pyranha/surfjet/scupper-plugs/,,,,,
Product,2698,"Pyranha Surfjet Kayak Thigh Straps",P,SURFJET-SS,,Pyranha,,Right,"<h1>Pyranha Surfjet 2.0 Kayak Surf Thigh Straps</h1> <h2>Genuine Pyranha Accessory for Surfjet Sit on Top Kayak</h2> <p><span style=""font-size: small;"">Pyranha thigh control straps are designed specifically for anyone wanting to take their Surf Jet sit on kayak into the surf. They offer paddlers more control and give optimum performance when paired with the stout back strap (sold separately).</span></p> <p><span style=""font-size: small;"">&nbsp;</span></p> <h3>&nbsp;</h3>",29.95,0.00,0.00,0.00,0.0000,N,"All Pyranha Surfjet kayak accessories come with a 12 month manufacturers warranty.",0.0200,0.0000,0.0000,0.0000,Y,N,"Pyranha Surfjet accessories are sent via 2-3 working day delivery  ","by product",0,0,"Kayaks\/SUPS/Kayaks/Sit On Top",11786,s/680/Pyranha-surfjet-kayak-surf-straps__79427.jpg,"Pyranha Surf Jet 2.0 thigh control straps",Y,0,11785,m/026/Pyranha-surfjet-kayak-surf-straps-2__11426.jpg,,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyranha Surfjet, Kayak Seat, Surf Straps","Pyranha Surfjet 2.0 Accessory - Surf Straps","Pyranha surfjet, Pyranha accessories, kayak accessory, surf straps, thigh straps,","Genuine Pyranha accessories for the Surfjet 2.0 sit on top kayak including deluxe high back seat, wheel, deck pod, fishing kit, scupper plugs and deck lines. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/kayaks/sit-on-top/pyranha/surfjet/surf-straps/,,,,,
Product,2699,"Pyranha Stout Backstrap for Surfjet Kayak ",P,SURFJET-SB,,Pyranha,,Right,"<h1>Pyranha Surfjet 2.0 Kayak Stout Backstrap</h1> <h2>Genuine Pyranha Accessory for Surfjet Sit on Top Kayak</h2> <p><span style=""font-size: small;"">The Pyranha stout backrest strap makes the Surfjet experience a little more comfortable and gives you the confidence to push into the waves. When paired with the surf thigh straps (sold separately) it makes the perfect surf combination ensuring hours of fun in the waves.</span></p>",44.95,0.00,0.00,0.00,0.0000,N,"All Pyranha Surfjet kayak accessories come with a 12 month manufacturers warranty.",0.1000,0.0000,0.0000,0.0000,Y,N,"Pyranha Surfjet accessories are sent via next working day delivery  ","by product",0,0,"Kayaks\/SUPS/Kayaks/Sit On Top",11792,u/456/pyranha-surfjet-backrest-strap-seat__84031.jpg,"Pyranha surf jet kayak backstrap support seat",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyranha Surfjet, Stout backstrap, back rest, kayak seat","Pyranha Surfjet 2.0 Accessory - Stout Back Rest Strap","Pyranha surfjet, Pyranha accessories, kayak accessory, kayak seat, stout backstrap,  ","Genuine Pyranha accessories for the Surfjet 2.0 sit on top kayak including deluxe high back seat, portage wheel, deck pod, fishing kit, scupper plugs and deck lines. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/kayaks/sit-on-top/pyranha/seat/stout-backstrap/,,,,,
