"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",10509,"[S]Select Toilet=S220-CS Toilet",,212453SP,,,,,,619.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10510,"[S]Select Toilet=S260-CS Toilet",,212463SP,,,,,,649.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",16992,,,212453SP,,,,,,[FIXED]619.95,,,,,,,,,,,Y,Y,,,,,,,16992_source_1760020916.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16993,,,212463SP,,,,,,[FIXED]649.95,,,,,,,,,,,Y,Y,,,,,,,16993_source_1760020976.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4497,"Isabella Large Camping Table 80 x 120cm",P,700006274,,Isabella,,Right,"<h1>Isabella Large Camping Table 80 x 120cm</h1> <p>Step into your next outdoor adventure with the<em> Isabella Large Camping Table</em>, a perfect blend of stability and incredibly low weight. Designed for travellers who need maximum utility without the bulk, this table weighs in at just 5.3kg. Its aluminium frame folds up neatly and elegantly, allowing the table to pack down for simple transport and storage. The 80 x 120cm tabletop features rounded corners and is constructed from durable multi-layered fibreglass. With generous legroom and individually adjustable legs for both height and tilt, the Isabella table remains perfectly stable, even on uneven ground.</p> <h3>Isabella Large Camping Table Features</h3> <ul> <li>Lightweight aluminium frame</li> <li>Foldable</li> </ul> <h3>Isabella Large Camping Table Specification</h3> <ul> <li><strong>Max Load</strong>:&nbsp;80kg</li> <li><strong>Width</strong>:&nbsp;80cm</li> <li><strong>Height</strong>:&nbsp;72-74cm</li> <li><strong>Length</strong>:&nbsp;120cm</li> <li><strong>Folded Size</strong>:&nbsp;120 x 80 x 6,5 cm</li> <li><strong>Weight</strong>:&nbsp;5.77kg</li> </ul> <p>&nbsp;</p>",169.95,0.00,0.00,0.00,0.0000,N,"Isabella awnings come with a 2 year standard warranty, register to the Isabella Club to get an extra year warranty.",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Isabella Large Camping Table is available with fast shipping",none,0,0,Camping;Camping/Furniture;Camping/Furniture/Tables,25565,g/283/700006274__85946.jpg,"Lightweight aluminium frame",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"isabella, table, large table, 700006274, CS, CNS","Isabella Large Camping Table 80 x 120cm","isabella, table, large table, 700006274","Ultra-light Isabella Large Camping Table with stable aluminium frame. Weighs just 5.3 kg, folds flat, and features adjustable legs for uneven ground.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/camping/furniture/table/isabella/80-x-120cm/,,,700006274,,
Product,4498,"Isabella Folding Camping Cupboard",P,IsaCupb,,Isabella,"Isabella Folding Cupboard",Right,"<h1>Isabella Folding Camping Cupboard</h1> <p>Enhance your camping organisation with the&nbsp;<em>Isabella Folding Camping Cupboard</em>, a versatile and practical storage solution. Built with a lightweight aluminium frame and a simple foldable design, this cabinet is quick to set up and packs down flat for easy transport.</p> <p>Choose between the Single Cupboard or the spacious Double Cupboard, both offering a sturdy 30kg maximum load. The strong shelves are perfect for storing anything from clothing and food to shoes, making it an ideal kitchen cabinet or bedroom organiser for your awning or tent. Both versions come complete with a handy storage bag.</p> <h3>Isabella Folding Camping Cupboard&nbsp;Features</h3> <ul> <li>Foldable</li> <li>Lightweight aluminium frame</li> <li>Strong shelves ideal for shoe storage or kitchen cabinets</li> </ul> <h3>Isabella Camping Cupboard&nbsp;Specification</h3> <h4>Double Cupboard</h4> <ul> <li><strong>Max Load</strong>: 30kg</li> <li><strong>Width</strong>: 84cm</li> <li><strong>Depth</strong>: 50cm</li> <li><strong>Height</strong>: 81cm</li> <li><strong>Size Folded</strong>: 87 x 55 x 11 cm</li> <li><strong>Weight</strong>: 11.24kg</li> </ul> <h4>Single Cupboard</h4> <ul> <li><strong>Max Load</strong>: 30kg</li> <li><strong>Width</strong>: 60cm</li> <li><strong>Depth</strong>: 48cm</li> <li><strong>Height</strong>: 81cm</li> <li><strong>Size Folded</strong>: 64 x 55 x 11 cm</li> <li><strong>Weight</strong>: 8.42g</li> </ul> <p>&nbsp;</p>",110.00,0.00,0.00,0.00,0.0000,N,"Isabella awnings come with a 2 year standard warranty, register to the Isabella Club to get an extra year warranty.",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Isabella cupboards are available with fast shipping",none,0,0,"Camping;Camping/Furniture;Camping/Furniture/Kitchen Storage",25566,z/423/700006257-70000625-isabella-cupboard-variation__08195.jpg,"Isabella Folding Camping Cupboard",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"700006257, 70000625, isabella, cupboard, storage, shoe cabinet, kitchen cabinet, CS, CNS","Isabella Folding Camping Cupboard","700006257, 70000625, isabella, cupboard, storage, shoe cabinet, kitchen cabinet","The Isabella Folding Cupboard provides practical, multi-shelf storage for any awning or tent. 30kg capacity and fully foldable for minimal transport size.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/camping/furniture/storage/isabella/cupboard/,,,,,
"  SKU",10511,"[S]Cupboard Size=Single Cupboard",,700006256,,,,,,110.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10512,"[S]Cupboard Size=Double Cupboard",,700006257,,,,,,150.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",16996,,,700006257,,,,,,[FIXED]150,,,,,,,,,,,Y,Y,,,,,,,16996_source_1760091186.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16997,,,700006256,,,,,,[FIXED]110,,,,,,,,,,,Y,Y,,,,,,,16997_source_1760091197.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4499,"Isabella Shade Caravan Sun Canopy",P,IsaShade,,Isabella,"Isabella Shade Sun Canopy",Right,"<h1>Isabella Shade Caravan Sun Canopy</h1> <p>The&nbsp;<em>Isabella Shade Sun Canopy</em>&nbsp;is the essential accessory for enjoying sunny holidays and warm weekends, offering instant protection from the sun in a lightweight, simple package. Designed for quick setup, the canopy features an ultra light CarbonX carbon fibre frame and a strong fabric, the beading slides effortlessly into your caravan's awning rail. Available in two versatile sizes, the compact Shade 300 or the spacious Shade 400, it provides ample sheltered space for relaxing outdoors. The canopy fits standard caravan heights and comes complete with all necessary accessories, including typhoon guy ropes and pegs, ensuring stability and convenience straight out of the bag.</p> <h3>Isabella Shade Sun Canopy Features</h3> <ul> <li>Lightweight carbon fibre frame</li> <li>Beading slides into awning rail on caravan</li> </ul> <h4>Includes as standard:</h4> <ul> <li>Rod bag (1 pc.)</li> <li>Typhoon guy ropes (2 pcs.)</li> <li>Pegs (5 pcs. PVC)</li> </ul> <h3>Isabella Shade Specification</h3> <h4>Shade 300</h4> <ul> <li>Fits Heights Between: 200mm - 255mm</li> <li>Length at Rail: 190cm</li> <li>Length at Base: 3m</li> </ul> <h4>Shade 400</h4> <ul> <li>Fits Heights Between: 200mm - 255mm</li> <li>Length at Rail: 3m</li> <li>Length at Base: 4m</li> </ul>",329.95,0.00,0.00,0.00,0.0000,N,"Isabella awnings come with a 2 year standard warranty, register to the Isabella Club to get an extra year warranty.",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Isabella shade sun canopy is available with fast shipping",none,0,0,"Awnings ;Awnings /Caravan;Awnings /Campervan/Sun Canopies;Awnings /Caravan/Sun Canopies;Awnings /Motorhome/Sun Canopies",25569,m/852/221003003__80557.jpg,"Isabella Shade Caravan Sun Canopy",Y,0,25570,g/648/221003003_1__92495.jpg,"Available in 2 sizes",N,1,25571,d/040/221003003_3__55140.jpg,"Beading slides into awning rail on caravan",N,2,25567,l/421/221003003_6__02002.jpg,"Lightweight fibreglass poles",N,3,25568,l/339/221003003_4__18347.jpg,"Easy fitment system",N,4,25572,i/503/221003003_5__79369.jpg,,N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"221003003, 221004006, isabella, shade, 300, 400, caravan awning, caravan canopy, sun canopy, CS, CNS","Isabella Shade Caravan Sun Canopy","221003003, 221004006, isabella, shade, 300, 400, caravan awning, caravan canopy, sun canopy","Essential sun protection for your caravan holiday. The Isabella Shade Canopy is ultra-light, easy to fit, and comes with a durable carbon fibre frame.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/awnings/sun-canopy/isabella/shade/300-400/,,,,,
"  SKU",10513,"[S]Canopy Size=Shade 300",,221003003,,,,,,329.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10514,"[S]Canopy Size=Shade 400",,221004006,,,,,,489.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",17000,,,221003003,,,,,,[FIXED]329.95,,,,,,,,,,,Y,Y,,,,,,,17000_source_1760094489.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",17001,,,221004006,,,,,,[FIXED]489.95,,,,,,,,,,,Y,Y,,,,,,,17001_source_1760094504.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4500,"Isabella Storage Bag for 2 Chairs",P,900060468,,Isabella,,Right,"<h1>Isabella Storage Bag for 2 Chairs</h1> <p>Protect and simplify the transport of your favourite camping furniture with the&nbsp;<em>Isabella Storage Bag</em>. Specifically sized to hold two Isabella chairs (including models such as the Thor, Loke, or Odin), this durable bag is an essential accessory for any trip. Measuring 120cm long, 60cm high, and 25cm deep, it allows you to neatly consolidate your chairs into a single, compact package for easy carrying to and from the campsite, or for secure, dust-free storage when not in use.</p> <h3>Isabella Storage Bag&nbsp;Features</h3> <ul> <li>Fits 2 chairs</li> <li>Ideal for Thor, Loke, Odin chairs</li> </ul> <h3>Isabella Storage Bag&nbsp;Specification</h3> <ul> <li><strong>Depth</strong>:&nbsp;25cm</li> <li><strong>Height</strong>:&nbsp;60cm</li> <li><strong>Length</strong>:&nbsp;120cm</li> <li><strong>Weight</strong>:&nbsp;1.11kg</li> </ul>",29.95,0.00,0.00,0.00,0.0000,N,"Isabella awnings come with a 2 year standard warranty, register to the Isabella Club to get an extra year warranty.",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Isabella storage bag is available on a next-day courier.",none,0,0,Camping;Camping/Furniture;Camping/Furniture/Chairs,25576,e/630/900060468_1__53989.jpg,"Each bag fits 2 chairs (900060468)",Y,0,25577,g/843/900060468_2__35740.jpg,"Large enough for the Isabella chair range",N,1,25575,m/636/900060468__83235.jpg,"Handy carry handle for transportation",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900060468, isabella, chair bag, storage bag, CS, CNS","Isabella Storage Bag for 2 Chairs","900060468, isabella, chair bag, storage bag","Protect and transport your Isabella chairs with this durable storage bag. Sized specifically for two folding chairs (Thor, Loke, Odin)",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/camping/furniture/storage/isabella/storage-bag-for-2-chairs/,,,900060468,,
Product,4501,"Ridge Monkey SpeedFlo Heavy Duty Water Carrier",P,RM-WaterC,,"Ridge Monkey","Ridge Monkey Water Carrier",Right,"<h1>Ridge Monkey SpeedFlo Heavy Duty Water Carrier</h1> <p>The&nbsp;<em>Ridge Monkey&nbsp;SpeedFlo Heavy Duty Water Carrier</em>&nbsp;is engineered to provide reliable, robust hydration for fishing, camping, and all demanding outdoor pursuits. Built to last, it features an extra-thick and robust HDPE body that can withstand harsh conditions. Transportation is made simple thanks to the secure carry handle and a water-tight lid for zero spills. The carrier is supplied with an updated, removable SpeedFlo tap that offers a simple, single-handed operation for controlled dispensing. Furthermore, the lid is uniquely vented to ensure fast, consistent water flow, and on the 10L, 15L, and 20L jerry can models, the tap conveniently stores within the lid itself.</p> <h3>Ridge Monkey SpeedFlo Water Carrier&nbsp;Features</h3> <ul> <li>Removable tap</li> <li>New updated SpeedFlo tap</li> <li>Water-tight interchangeable lid</li> <li>Thick and robust HDPE construction</li> <li>Able to operate mechanism with a single hand</li> <li>Store tap inside lid of the 10L, 15L &amp; 20L jerry can models</li> <li>Vented lid to ensure a fast and controlled water flow</li> </ul> <h3>Ridge Monkey&nbsp;Water Carrier&nbsp;Specification</h3> <ul> <li><strong>5L</strong>: <strong>H</strong>300 x <strong>D</strong>135 x <strong>W</strong>215mm</li> <li><strong>10L</strong>: <strong>H</strong>320 x <strong>D</strong>180 x <strong>W</strong>280mm</li> <li><strong>15L</strong>: <strong>H</strong>350 x <strong>D</strong>190 x <strong>W</strong>310mm</li> <li><strong>20L</strong>: <strong>H</strong>380 x <strong>D</strong>205 x <strong>W</strong>375mm</li> </ul>",12.95,0.00,0.00,0.00,0.0000,N,"All Ridge Monkey products have a 24-month warranty from the date of purchase.",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Ridge Monkey water carriers are available with fast shipping options",none,0,0,"Camping;Camping/Accessories/Water Carriers;Camping/Accessories/Water Carriers/Jerry Cans;Camping/Accessories",25584,p/818/RM_SFWC-variation-image-2__73726.jpg,"Ridge Monkey SpeedFlo Heavy Duty Water Carrier",Y,0,25580,t/767/RM_SFWC_20_3__75712.jpg,"Jerry can removable tap
",N,1,25579,y/814/RM_SFWC_5_3__61172.jpg,"Vented lid to ensure a fast and controlled water flow",N,2,25581,g/656/RM_SFWC_20_4__93855.jpg,"New updated SpeedFlo tap",N,3,25582,h/619/RM_SFWC_5_2__48538.jpg,"Able to operate mechanism with a single hand",N,4,25583,p/015/RM_SFWC_10_2__39998.jpg,"Thick and robust HDPE construction",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RM SFWC 20, RM SFWC 5, RM SFWC 15, RM SFWC 10, speedflo, water carrier, jerry can, water dispenser, hand wash, CS, CNS","Ridge Monkey SpeedFlo Heavy Duty Water Carrier","RM SFWC 20, RM SFWC 5, RM SFWC 15, RM SFWC 10, speedflo, water carrier, jerry can, hand wash, water dispenser","Reliable water transport with the Ridge Monkey SpeedFlo Heavy Duty Carrier. Robust body, water-tight lid and tap for dispensing water or a hand wash station.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/camping/accessories/water-carriers/ridge-monkey/,,,,,
"  SKU",10515,[RT]Size=5L,,"RM SFWC 5",,,,,,12.95,12.95,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10516,[RT]Size=10L,,"RM SFWC 10",,,,,,17.95,17.95,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10517,[RT]Size=15L,,"RM SFWC 15",,,,,,19.95,20.95,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10518,[RT]Size=20L,,"RM SFWC 20",,,,,,24.95,24.95,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",17006,,,"RM SFWC 5",,,,,,[FIXED]12.95,,,,,,,,,,,Y,Y,,,,,,,17006_source_1760104318.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",17007,,,"RM SFWC 10",,,,,,[FIXED]17.95,,,,,,,,,,,Y,Y,,,,,,,17007_source_1760104332.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",17008,,,"RM SFWC 15",,,,,,[FIXED]19.95,,,,,,,,,,,Y,Y,,,,,,,17008_source_1760104345.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",17009,,,"RM SFWC 20",,,,,,[FIXED]24.95,,,,,,,,,,,Y,Y,,,,,,,17009_source_1760104378.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4502,"Ridge Monkey Outdoor Power Shower",P,"RM OPWS FK",,"Ridge Monkey",,Right,"<h1>Ridge Monkey Outdoor Power Shower</h1> <p>Achieve a proper clean virtually anywhere with the&nbsp;<em>Ridge Monkey&nbsp;Outdoor Portable Power Shower</em>, an indispensable addition to your camping and outdoor gear. This unit delivers a strong and consistent flow rate of 4.5L/minute and is safe for use with both cold and hot water (up to 50&deg;C). The shower head includes a versatile suction cup and hook for hands-free use, allowing you to easily secure it overhead or use it for washing pets, muddy bikes, boots, or cooking equipment. It operates efficiently by plugging into any 12V power source, such as a vehicle socket or power pack. When not in use, the shower lid is interchangeable with a conventional water carrier lid and tap (sold separately or included with compatible carriers), converting your unit back to a standard sealed water container.</p> <h3>Ridge Monkey Outdoor Shower&nbsp;Features</h3> <ul> <li>Suction cup or hanging loop for hands-free use</li> <li>Ideal for showering or washing pets, hands, shoes, bikes, cutlery and more!</li> <li>Use hot or cold water</li> <li>Tilt the shower head to stop the water flow</li> <li>Perfect for camping trips, fishing trips, and other outdoor stayovers</li> <li>Easy and quick to assemble and operate</li> <li>Powered by any device that supports 12V</li> <li>Constructed from rugged and durable materials, perfect for outdoor pursuits</li> <li>Fully waterproof IP67 electronic housing</li> </ul> <h3>Ridge Monkey Power Shower&nbsp;Specification</h3> <ul> <li><strong>Dimensions (Heavy Duty Water Carrier incl. lid)</strong>: 320mm x 300mm x 310mm</li> <li><strong>Dimensions (Hose)</strong>: 180cm</li> <li><strong>Dimensions (12V Power Cable)</strong>: 200cm</li> <li><strong>Weight</strong>: 1150g</li> <li><strong>Capacity</strong>: 10L</li> <li><strong>Materials</strong>: HDPE (Heavy Duty WaterCarrier) PP (Power Lid) PVC (Hose) ABS (Pump)</li> <li><strong>Operating Voltage</strong>: 10-15V DC</li> <li><strong>Max Power</strong>: 24W</li> <li><strong>Max Flow Rate</strong>: 4.5L/Minute</li> </ul>",63.95,0.00,0.00,0.00,0.0000,N,"All Ridge Monkey products have a 24-month warranty from the date of purchase.",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Ridge Monkey shower is available with fast shipping options",none,0,0,Camping;Camping/Accessories,25591,h/154/RM_OPWS_FK_6__26191.jpg,"Ridge Monkey Outdoor Power Shower (RM OPWS FK)",Y,0,25586,l/148/RM_OPWS_FK__77718.jpg,"Perfect for washing dishes, cutlery, muddy shoes, bikes, pets and more!",N,1,25587,l/479/RM_OPWS_FK_2__94741.jpg,"Clean off dirty clothes",N,2,25590,i/882/RM_OPWS_FK_1__22656.jpg,"Enjoy a hot shower outdoors",N,3,25588,q/868/RM_OPWS_FK_3__91436.jpg,"Max flow rate of 4.5L/Minute",N,4,25589,x/095/RM_OPWS_FK_4__92664.jpg,"Hang up for hands-free use",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RM OPWS FK, ridgemonkey, ridge monkey, shower, power shower, wash station, pet wash, hand wash, electric shower, CS, CNS","Ridge Monkey Outdoor Power Shower","RM OPWS FK, shower, power shower, wash station, pet wash, hand wash, electric shower, CS, CNS","Ridge Monkey Outdoor Power Shower delivers 4.5L/minute water flow and runs on any 12V power source. Perfect for camping, cleaning pets, bikes, shoes and more!",,,,New,N,N,,N,,,0,"Default Tax Class",5056210627532,N,/camping/ridge-monkey/shower/,,,"RM OPWS FK",,
Product,4504,"Ridge Monkey Connect Outdoor Sandwich Toaster",P,RMCNST,,"Ridge Monkey","Ridge Monkey Sandwich Toaster Size",Right,"<h1>Ridge Monkey Connect Outdoor Sandwich Toaster</h1> <p>Elevate your outdoor cooking with the&nbsp;<em>RidgeMonkey Connect Outdoor Sandwich Toaster</em>. Featuring an all-new granite-style coating, this toaster is tougher, more durable, and has a non-stick cooking, taking compact cookware to a whole new level.</p> <p>The detachable hinge system transforms the toaster into two separate flat-bottomed frying pans, while the removable cool-touch handles allow the set to pack neatly inside a storage bag. The included heat-resistant utensils neatly pack inside the toaster for efficient space-saving storage. Its unique square shape minimises wasted space compared to traditional round cookware, making it a camping essential. Though perfect for a delicious toastie, the possibilities are endless&mdash;think pies, wraps, omelettes, and more! Constructed from lightweight aluminium with a sleek Gunmetal Grey finish, it heats evenly thanks to its ridged exterior, and it is PFOA-free.</p> <p>Available in regular and XL sizes.</p> <h3>Ridge Monkey Connect Sandwich Toaster Features</h3> <ul> <li>2x connecting flat-bottomed frying pans</li> <li>1x heat-resistant utensil set</li> <li>1x set of removable magnetic, cool-touch handles</li> <li>1x protective pan pouch<br /><br /></li> <li>PFOA-free</li> <li>Detachable hinge system</li> <li>Sleek Gunmetal Grey finish</li> <li>Lightweight aluminium construction</li> <li>Ridged exterior for even heat transfer</li> <li>Granite-style coating with improved non-stick properties</li> <li>Can be used on all traditional stoves and direct heat sources (not suitable for use on induction hobs)</li> </ul> <h3>Connect Sandwich Toaster Specification</h3> <h4>Regular</h4> <ul> <li><strong>Approximate Dimensions</strong>:&nbsp;180mm (295mm with handles) x 155mm x 40mm</li> <li><strong>Weight</strong>:&nbsp;670g (full pan, including handles and utensils)</li> </ul> <h4>XL</h4> <ul> <li><strong>Approximate Dimensions</strong>:&nbsp;235mm (350mm with handles) x 205mm x 40mm</li> <li><strong>Weight</strong>:&nbsp;950g (full pan, including handles and utensils)</li> <ul> <li>355g (each singular pan)</li> </ul> </ul>",28.95,0.00,0.00,0.00,0.0000,N,"All Ridge Monkey products have a 24-month warranty from the date of purchase.",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Ridge Monkey Connect sandwich toaster is available with fast shipping options",none,0,0,"Camping;Camping/Cooking;Camping/Cooking/Pots and Pans",25620,o/198/RM_CNST_XL_GE-variation__73015.jpg,"Ridge Monkey Connect Outdoor Sandwich Toaster",Y,0,25596,g/146/RM_CNST_GE_4__76459.jpg,"Includes utensils that sit neatly inside the toaster for efficient storage",N,1,25603,e/547/RM_CNST_GE_3__64754.jpg,"Handles are removable and connect magnetically to each other so the pan cannot open",N,2,25598,z/601/RM_CNST_GE_2__08678.jpg,"Utensils inside",N,3,25600,h/159/RM_CNST_GE__92280.jpg,"All pack neatly into a storage bag",N,4,25602,a/069/RM_CNST_GE_1__96987.jpg,"Cook more than just a toastie!",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RM CNST GE, RM CNST XL GE, ridge monkey, ridgemonkey, toaster, camping pan, frying pan, sandwich toaster, CS, CNS","Ridge Monkey Connect Outdoor Sandwich Toaster","camping frying pan, RidgeMonkey Connect Sandwich Toaster, Ridge Monkey XL Granite Edition, Camping Sandwich Toaster, Outdoor Cookware, Compact Cooking Pan, Portable Frying Pan","The RidgeMonkey Connect Sandwich Toaster has removable handles and a detachable hinge system that transforms one pan into two. Perfect for outdoor cooking.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/camping/cooking/ridge-monkey/connect-outdoor-sandwich-toaster/,,,,,
"  SKU",10520,[RT]Size=Regular,,"RM CNST GE",,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10521,[RT]Size=XL,,"RM CNST XL GE",,,,,,33.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
