"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",5383,"[S]Select Size=80cm",,"TBPBIRCH F14TDC",,,,,,49.95,22.50,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5384,"[S]Select Size=120cm",,"TBPBIRCH F14086",,,,,,57.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7877,,,"TBPBIRCH F14TDC",,,,,,[FIXED]49.95,,,,,,,,,,,Y,Y,,,,,,,7877_source_1674490720.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7878,,,"TBPBIRCH F14086",,,,,,[FIXED]57.95,,,,,,,,,,,Y,Y,,,,,,,7878_source_1674490729.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,2657,"SIC Maui Tao Air Glide SUP Paddle Board Package",P,,,SIC,"SIC Tao Air Glide SUP",Right,"<h1><span style=""font-size: large;"">SIC Tao Air Glide Paddle Board Package</span></h1> <h2><span style=""font-size: medium;"">SIC Maui Inflatable SUP&nbsp;</span></h2> <p style=""text-align: justify;""><span style=""font-size: small;"">SIC paddle board's are a great choice for beginners and general leisure paddlers.&nbsp;This premium inflatable SUP can be inflated and deflated in minutes and can be easily folded and packed into its carry bag - ideal for storage and transportation in your car or campervan!&nbsp;This premium iSUP offer maximum time on the water.&nbsp;</span><span style=""font-size: small;"">The <em>SIC Tao Surf Air Glide10' 6 inflatable paddle board</em> is ideally suited to beginners and is designed for paddlers who want a board to take out with the family, surf small waves or explore the coastline. The&nbsp;11&rsquo;0&rdquo; and 12&rsquo;6&rdquo; are faster and designed more for recreational fitness and cruising.&nbsp;</span><span style=""font-size: small;"">This SIC Tao Air Glide is made&nbsp;from the finest Drop Stitch Construction (DSC) and lightweight and durable Support Stringer Technology (SST). More durable than standard hard boards the SIC Tao inflatable boards are light, stiff, and reliable. They come packaged with a three-piece adjustable paddle so that you are ready to go out of the box.</span></p> <h3><span style=""font-size: small;"">The SIC Tao Air-Glide SUP comes with:</span></h3> <ul> <li><span style=""font-size: small;"">8&rdquo; Mahi fin on 10.6 and 9"" Weed less fin on 11 and 12.6 boards</span></li> <li><span style=""font-size: small;"">Center carry handle</span></li> <li><span style=""font-size: small;"">Tethering and leash D-rings on nose and tail</span></li> <li><span style=""font-size: small;"">Honeycombed EVA deck pad</span></li> <li><span style=""font-size: small;"">Bungee storage tie downs&nbsp;</span></li> <li><span style=""font-size: small;"">Dual action pump</span></li> <li><span style=""font-size: small;"">Paddle leash</span></li> <li><span style=""font-size: small;"">Backpack carry case</span></li> <li><span style=""font-size: small;"">Repair kit with spare fin screw and plate</span></li> <li><span style=""font-size: small;"">Camera mount on nose</span></li> <li><span style=""font-size: small;"">Three-piece adjustable paddle, anti-twist grip<br /></span></li> <li><span style=""font-size: small;"">SST Support stringer technology</span></li> </ul> <h3><span style=""font-size: small;"">SIC Tao Air Glide available as:</span></h3> <ul> <li><span style=""font-size: small;"">10.6 Tao Surf</span></li> <li><span style=""font-size: small;"">11 Tao Tour</span></li> <li><span style=""font-size: small;"">12.6 Tao Tour</span></li> </ul> <h4><span style=""font-size: small;"">SIC Tao iSUP specification:</span></h4> <ul> <li><span style=""font-size: small;"">Length: 10'6"" / 11' / 12' 6""</span></li> <li><span style=""font-size: small;"">Width: 33"" / 32"" / 30""</span></li> <li><span style=""font-size: small;"">Weight: 10.3kg /&nbsp;</span></li> <li><span style=""font-size: small;"">Volume: 305L / 320L / 330L</span></li> </ul> <h2>&nbsp;Video</h2> <p><iframe src=""https://www.youtube.com/embed/ZlUu9sog10g"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""""></iframe></p> <p>&nbsp;</p>",695.00,0.00,0.00,0.00,0.0000,N,"All SIC paddleboards come with a two year manufacturers warranty.",0.1000,0.0000,0.0000,0.0000,Y,Y,"SIC Tao Air Glide Paddle Board is sent out next working day delivery","by option",1,0,"Kayaks\/SUPS;Kayaks\/SUPS/Stand Up Paddle Boards;Kayaks\/SUPS/Stand Up Paddle Boards/Inflatable Boards",11711,b/990/SIC-Maui-Tao-Air-Glide-Inflatable-SUP-10.6-package__13209.JPG,"SIC Tao Surf Air Glide 10.6 inflatable paddle board package",Y,0,11702,c/775/SIC-Maui-Tao-Air-Glide-Inflatable-SUP-Package__99460.JPG,"SIC Tao Air Glide 11 and 12.6 inflatable paddle board package",N,1,11703,u/593/SIC-Maui-Tao-Air-Glide-Inflatable-Stand-Up-Paddleboard-2021__56575.jpg,"SIC Maui Tao Air Glide iSUP",N,2,11705,b/955/SIC-Maui-Tao-Air-Glide-Inflatable-SUP-action__03197.jpg,"SIC Tao Air Glide 10' 6"" inflatable SUP",N,3,11704,k/172/SIC-Maui-Tao-Air-Glide-Inflatable-SUP-iSUP-10-6__81754.jpg,"SIC stand up paddle board",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SIC, paddleboard, paddle board, SUP, isup, tao air,","SIC Maui Tao Air Glide 10.6 Inflatable SUP - Paddle Board","SIC, SIC Maui, Tao, Air Glide, Paddle board, SUP, iSUP, Inflatable, touring, 10.6","The SIC Tao Air Glide Surf and Tour inflatable paddle board packages are suitable for beginners to experienced paddlers. It is a SUP suited to surf, yoga or cruising the coastline.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/paddle/board/sic/tao/air/glide/isup/package/,,,,,
"  SKU",5389,"[RB]Select Size=Tao Surf 10.6",,107211,,,,,,659.00,400.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5390,"[RB]Select Size=Tao Tour 11",,107212,,,,,,730.00,415.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5391,"[RB]Select Size=Tao Tour 12.6",,107213,,,,,,675.00,430.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7893,,,107211,,,,,,[FIXED]659,,,,,,,,,,,Y,Y,,,,,,,7893_source_1602858438.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7894,,,107212,,,,,,[FIXED]730,,,,,,,,,,,Y,Y,,,,,,,7894_source_1602858473.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7895,,,107213,,,,,,[FIXED]675,,,,,,,,,,,Y,Y,,,,,,,7895_source_1602858498.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,2660,"**CHECK** Thule Windscreen",P,306456,,,,Right,"<h1>Thule Windscreen for Omnistor Awnings</h1> <h2>Enhance your privacy and break the wind</h2> <p>This high-quality Thule Windscreen is designed as the perfect companion to a Thule awning. The fabric used has a fine mesh, which provides a translucent screen for additional privacy while still allowing some sunlight through. The fabric acts as a strong windbreak, allowing you to relax inside your awning without strong gusts of wind disturbing you from your leisure.</p> <h2>Easy to fit</h2> <p>Thule has included fitting parts for both the awning leg and the caravan awning rail for a secure fit. And when you want to pack it away, it can be rolled up and stored in the included storage bag.</p> <h3>Thule Windscreen Features:</h3> <ul> <li>Suitable for Omnistor awnings on caravan, campervan, motorhome &amp; van conversion</li> <li>Up to 3m extension</li> <li>1.38m height</li> </ul> <p>&nbsp;</p>",174.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"Thule Windslips are sent on 2/3 Working Day Delivery",none,0,0,"Awnings ;Awnings /Wind Out Awnings/Thule Awnings;Awnings /Wind Out Awnings/Thule Awnings/Thule Accessories",11921,f/589/Small-Thule_LS_Awnings_6300_Windscreen_306456_Magnetic_Kit__30428.jpg,"Thule Windscreen fitted to motorhome or van conversion",Y,0,11916,d/231/Small-Thule_LS_Awnings_Windscreen_PIU_306456__22789.jpg,"Thule Windscreen fitted to caravan",N,1,11918,s/260/Small-Thule_LS_Awnings_Windscreen_TO_6200_Caravan_Superb_306456__12860.jpg,"Thule Windscreen for omnistor awning installed to caravan",N,2,11920,o/593/Small-Thule_LS_Smart_Panels_Windscreen_6200_306456__37549.jpg,"Thule Windscreen for Omnistor awnings installed to a caravan",N,3,11919,z/654/Small-Thule_LS_Awnings_Windscreen_TO5003_PIU_306456__57628.jpg,"Camping with Thule windscreen windbreaker",N,4,11917,m/761/Small-Thule_Windscreen_feature_fabric_306456__24689.jpg,"Thule windscreen mesh fabric close-up",N,5,11914,w/244/Small-Thule_Windscreen_wall_fixation_306456__71466.jpg,"Thule windscreen attachment",N,6,11915,q/173/Small-Thule_Windscreen_rail_attachment_306456__38208.jpg,"Thule windscreen fitting to Omnistor support legs",N,7,11922,w/209/575228_sized_1800x1200_rev_1__08696.jpg,"Thule windscreen windslip storage bag",N,8,,,,,,,,,,,,,,,,,,,,,"Thule, wind, windslip, windbreak, screen","Thule Windscreen Windbreak for Omnistor Awnings","Thule, windscreen, windbreak, windslip, screen, omnistor","This high-quality Thule Windscreen is designed as the perfect companion to a Thule awning. The fabric used has a fine mesh, which provides a translucent screen for additional privacy while still allowing some sunlight through. The fabric acts as a strong windbreak, allowing you to relax inside your awning without strong gusts of wind disturbing you from your leisure.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/awnings/thule/awnings/windslip/,,,,,"Length=3m;""Fabric height=1.38m"";""Fabric=Semi-permeable translucent mesh"";Weight=4.5kg"
Product,2662,"*DO THIS* JP Carbon Glass SUP Paddle",P,,,,,Right,"<p>Type a description for this product here...</p>",1111.00,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,,none,0,0,"Kayaks\/SUPS;Kayaks\/SUPS/Stand Up Paddle Boards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,,,0,"Default Tax Class",,N,/kayaks-paddleboards/do-this-jp-carbon-glass-sup-paddle/,,,,,
Product,2663,"JP CruisAir Inflatable iSUP 11.6 Paddle Board",P,,,"JP Australia","JP CruisAir",Right,"<h1>JP Australia CruisAir LE 11' 6 SUP</h1> <h2>Inflatable Touring Paddleboard</h2> <p><span style=""font-size: small;"">The <em>CruiseAir iSUP</em> from <em>JP</em> is designed for everyday paddling, touring and fitness. This premium board is suitable for both new and experienced paddlers wanting to explore coastlines, rivers and lakes. The CruisAir combines stability and speed making it an easy to paddle SUP.&nbsp;Its longer waterline length means added glide, speed and efficiency for touring waterways.&nbsp;</span><span style=""font-size: small;"">The CruisAir LE provides great value for money while the CruisAir SE 3DS features triple pre-laminated composite layers and 3D stringer.</span></p> <h3>The JP CruisAir paddleboard features:</h3> <ul> <li><span style=""font-size: small;"">4 point recessed bungee storage area</span></li> <li><span style=""font-size: small;"">Soft EVA deck pad</span></li> <li><span style=""font-size: small;"">Welded seam technology</span></li> <li><span style=""font-size: small;"">Double layer PVC</span></li> </ul> <h3>&nbsp;JP CruisAir iSUP comes with:</h3> <ul> <li><span style=""font-size: small;"">1 x Paddle board</span></li> <li><span style=""font-size: small;"">1 x 9"" fin</span></li> <li><span style=""font-size: small;"">1 x double action pump</span></li> <li><span style=""font-size: small;"">1 x repair kit</span></li> <li><span style=""font-size: small;"">1 x light edition bag</span></li> </ul> <h3>JP CruisAir SUP available as:</h3> <ul> <li><span style=""font-size: small;"">LE - Light Edition</span></li> <li><span style=""font-size: small;"">LE 3DS - Light Edition 3DS</span></li> </ul> <h3>JP CruisAir Specification:</h3> <ul> <li><span style=""font-size: small;"">Length: 11' 6""</span></li> <li><span style=""font-size: small;"">Width: 30""</span></li> <li><span style=""font-size: small;"">Thickness: 6""</span></li> <li><span style=""font-size: small;"">Fin: 9""</span></li> <li><span style=""font-size: small;"">Volume: 311L</span></li> <li><span style=""font-size: small;"">Weight: LE - 8.8 / LE 3DS - 9.4&nbsp;</span></li> <li><span style=""font-size: small;"">Max paddler weight: 95kg</span></li> </ul> <p><span style=""color: #ff0000;""><strong><span style=""font-size: small;"">2021 images coming soon</span></strong></span></p>",699.00,0.00,0.00,0.00,0.0000,N,"JP Australia 2020 inflatable paddleboards come with a two year warranty valid from the purchase date. ",0.1000,0.0000,0.0000,0.0000,Y,N,"JP CruisAir Paddleboard is sent 3-5 working days",none,0,0,"Kayaks\/SUPS;Kayaks\/SUPS/Stand Up Paddle Boards;Kayaks\/SUPS/Stand Up Paddle Boards/Inflatable Boards",11720,x/132/JP-Australia-SUP-CruisAir-2020__66221.jpg,"JP CruisAir LE 3DS inflatable paddle board iSUP",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jp australia, paddleboard, sup, isup, cruisair","JP Australia CruisAir Inflatable Stand Up Paddleboard iSUP ","JP Australia, CruisAir,  iSUP, SUP, inflatable paddleboard, paddle board, ","The JP CruisAir inflatable paddleboard is perfect for general paddling and touring. Designed for those looking for speed and stability in their SUP.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/paddleboard/jp/cruisair/inflatable/isup/2021/,,,,,
"  SKU",5440,"[RB]Select Board=JP CruisAir LE",,211139,,,,,,699.00,473.29,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5441,"[RB]Select Board=JP CruisAir LE 3DS",,211137,,,,,,799.00,541.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7975,,,211139,,,,,,[FIXED]699,,,,,,,,,,,Y,Y,,,,,,,7975_source_1603463162.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7976,,,211137,,,,,,[FIXED]799,,,,,,,,,,,Y,Y,,,,,,,7976_source_1603463175.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,2665,"Thule Omnistor 4900 Ford Transit/Toureno Custom SWB Campervan Awning Bracket Kit",P,301777,,Thule,,Right,"<h1 id=""js-product-content__title"" class=""product-content__title s-text-align-center""><span class=""product-content__title--brand "">Thule&nbsp;</span><span id=""js-product-title"">Omnistor 4900 Campervan Awning for SWB Ford Transit Custom &amp; Tourneo with Adapter</span><span style=""color: #ff0000;"">&nbsp;</span></h1> <h3><span><span>Complete Thule Omnistor 4900 Awning and adapters for SWB Ford Transit/Tourneo Custom vans compatible with a raised roof.</span></span></h3> <p style=""text-align: center;""><strong><span style=""color: #ff0000;"">Please Note: These awnings are collection only</span></strong></p> <h2><span><span>Overview</span></span></h2> <p style=""text-align: left;""><span><span>This version of the <em>Thule Omnistor 4900</em>&nbsp;is a complete Ford Transit/Tourneo Custom Kit awning, coming in a size of 2.6m for SWB vans this awning and bracket kit comes with a projection of 2m finished&nbsp;in the mystic grey fabric coupled with an anthracite case allowing you to fit your 4900 awning with ease even if you have a pop top roof finishing your van with a classy look.</span></span></p> <h2>Specific Design</h2> <p>Thule have designed this version of the Omnistor 4900 specifically for the Ford Transit/Tourneo Custom campervans that&nbsp;have a raising or pop top roof fitted. The brackets are mounted to the roof using riv-nuts along with a bonding agent. The Omnistor 4900 T5/T6 Kit provides you with everything you need to fit a cassette awning to your VW.</p> <h2>Your Transit Omnistor 4900 Kit Includes:</h2> <ul> <li>Awning Bracket</li> <li>Omnistor 4900 Awning - 2.60 - Anthracite - 31 Mystic Grey</li> <li>Short Crank Handle</li> </ul> <h2>Features:</h2> <ul> <li>Suitable for Transit/Tourneo Customs without any rail fitted</li> <li>For vehicles fitted with a raised roof</li> <li>2.6m&nbsp; length available</li> <li>Quick and easy installation</li> </ul> <p>&nbsp;</p> <h3 style=""text-align: center;"">Thule Omnistor 4900 Transit Kit Cassette Colours</h3> <p>&nbsp;<img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""4900-cassette.jpg"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/4900-cassette.jpg"" alt=""4900-cassette.jpg"" width=""221"" height=""107"" /></p> <h3 style=""text-align: center;"">Thule Omnistor 4900 Canopy Colour</h3> <p>&nbsp;<img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""4900-canopy.jpg"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/4900-canopy.jpg"" alt=""4900-canopy.jpg"" width=""151"" height=""193"" /></p> <p>&nbsp;</p>",629.00,0.00,0.00,0.00,0.0000,N,,5.0000,0.0000,0.0000,0.0000,N,N,"#Please call for availability ","by product",0,0,"Awnings ;Awnings /Wind Out Awnings/Thule Awnings;Awnings /Wind Out Awnings/Thule Awnings/Thule Awning Brackets ;Awnings /Wind Out Awnings/Thule Awnings/Thule Awning Brackets /Thule Omnistor 4200 Brackets",11727,b/370/transit-1__08365.jpg,"Thule 4900 Omnistor Transit Bracket Case",Y,0,11726,l/007/transit-2__44303.jpg,"Transit Custom Bracket Thule Omnistor 4900",N,1,11728,n/277/4900-1__66862.jpg,"Omnistor 4900 Canopy",N,2,11729,n/390/4900-2__62022.jpg,"Cassette for Omnistor 4900 Awning",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thule Omnistor 4900 Ford Transit/Toureno Custom Campervan Awning Bracket Kit","Thule, Omnistor, 4900, Ford, Transit, Toureno, Custom, Campervan, Awning, Bracket, Kit","The Thule 4900 Omnistor is designed to fit your transit or tourneo custom van and is supplied with the brackets to suit",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/awnings-bike-carriers/thule-omnistor-4900-ford-transit-toureno-custom-swb-campervan-awning-bracket-kit/,,,,,
Product,2666,"Sandbanks Elite 10' 6"" Paddle Board Inflatable SUP",P,,,"Sandbanks SUP Style","Sandbanks Elite Paddle Board",Right,"<h1 style=""text-align: justify;"">Sandbanks Elite 10.6 Paddle Board Package</h1> <h2 style=""text-align: justify;"">All Round Inflatable SUP&nbsp;</h2> <p style=""text-align: justify;""><span style=""font-size: small;"">This highly rated <em>Sandbanks&nbsp;Elite&nbsp;paddle board</em>&nbsp;is an all round board perfect for keeping fit outdoors: cruising, flat water paddling, touring and surfing small waves. The Sandbanks Elite paddle board is lightweight and agile with great stability for riders up to 90kg. It features advanced paddleboard shaping for a longer glide time and fewer paddle strokes. The slightly upturned nose gives better performance in waves. This easy to paddle inflatable iSUP is ideal for beginners and intermediate paddlers. Sandbanks&nbsp;<span>Elite paddle board is suitable for carrying passengers including kids.&nbsp;</span>It is inflated and deflated in minutes giving you maximum time on the water and is ideal for storage and transportation in your car or campervan!&nbsp;<br /></span></p> <h3 style=""text-align: justify;"">Sandbanks SUP Elite Paddle Board features:</h3> <ul style=""text-align: justify;""> <li><span style=""font-size: small;"">D-rings to attach a kayak seat</span></li> <li><span style=""font-size: small;"">Padded carry handle</span></li> <li><span style=""font-size: small;"">Bungee storage area</span></li> <li><span style=""font-size: small;"">Kick step to aid turns</span></li> <li><span style=""font-size: small;"">Large, grippy EVA deck pad</span></li> <li><span style=""font-size: small;"">2 mini fins and 1 larger fin for straight line tracking</span></li> <li><span style=""font-size: small;"">Multi-layer fusion technology.</span></li> <li><span style=""font-size: small;"">4.75'' drop-stitch for a slimmer profile</span></li> </ul> <h3 style=""text-align: justify;"">Sandbanks Elite Paddle Board Package Includes:</h3> <ul style=""text-align: justify;""> <li><span style=""font-size: small;"">Elite 10.6 paddle board</span></li> <li><span style=""font-size: small;"">Double action SUPer F pump</span></li> <li><span style=""font-size: small;"">Coiled paddleboard leash</span></li> <li><span style=""font-size: small;"">Repair kit</span></li> <li><span style=""font-size: small;"">3 piece adjustable paddle</span></li> <li><span style=""font-size: small;"">Rucksack carry bag</span></li> <li><span style=""font-size: small;"">Slide and clip fin</span></li> <li><span style=""font-size: small;"">5 year manufacturers warranty (can be extended to 5 year - enquire for details)</span></li> </ul> <h3 style=""text-align: justify;"">Sandbanks Elite SUP Specification:</h3> <ul style=""text-align: justify;""> <li><span style=""font-size: small;"">Recommended Pressure: 18-20 PSI</span></li> <li><span style=""font-size: small;"">Max Pressure: 25 PSI</span></li> <li><span style=""font-size: small;"">Length: 10'6''</span></li> <li><span style=""font-size: small;"">Width: 32''</span></li> <li><span style=""font-size: small;"">Thickness: 4.75''</span></li> <li><span style=""font-size: small;"">Volume: 243L</span></li> <li><span style=""font-size: small;"">Weight: 8.5kg</span></li> <li><span style=""font-size: small;"">Colour: turquoise/white OR midnight blue</span></li> </ul> <p style=""text-align: justify;""><span style=""font-size: small;"">This item is on display in our Wirral shop.</span></p> <p style=""text-align: justify;""><img class=""__mce_add_custom__"" title=""Sandbanks Style Paddle Board Technology"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/sandbanks-style-paddle-board-technology.jpg"" alt=""Sandbanks paddle boards - Wirral, Liverpool, Chester and North Wales"" width=""660"" height=""352"" /></p> <p style=""text-align: justify;"">&nbsp;</p> <p style=""text-align: justify;"">&nbsp;</p> <p style=""text-align: justify;"">&nbsp;<a href=""https://www.jacksonsleisure.com/content/SUPs/sandbanks-style-inflatable-sup-user-manual.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Sandbanks SUP Style Elite Inflatable Paddleboard Guide"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""Sandbanks SUP Style Elite Inflatable Paddleboard Guide"" width=""202"" height=""73"" /></a></p>",279.00,0.00,399.00,279.00,0.0000,Y,"Sandbanks Elite paddle board comes with a 5 year manufacturers warranty.",0.0000,0.0000,0.0000,0.0000,Y,Y,"Sandbanks Elite Paddle Board is sent via next day delivery",none,0,0,"Kayaks\/SUPS;Kayaks\/SUPS/Stand Up Paddle Boards;Kayaks\/SUPS/Stand Up Paddle Boards/Inflatable Boards;Camping/Watersports Equipment",12359,p/902/Sandbanks-Elite-SUP-Paddleboard-Blue__04315.jpg,"Sandbanks Elite paddle board in midnight blue",Y,0,12603,u/256/sandbanks-elite-paddle-board-sup-package__05985.jpg,"Sandbanks SUP Style Elite 10.6 paddle board turquoise ",N,1,12505,l/390/sandbanks-elite-paddle-board-super-pump__90009.jpg,"Sandbanks Elite paddle board premium double action pump",N,2,11732,v/858/sandbanks-style-elite-10.4-paddle-board-sup-fins__07328.jpg,"Sandbanks Elite iSUP fins",N,3,11733,e/686/sandbanks-style-elite-10.4-paddle-board-sup-blue__88765.jpg,"Sandbanks Elite paddle board ",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"iSUP, SUP, Paddle board, Sandbanks, Elite, ","Sandbanks SUP Style - Elite 10.6 Inflatable Paddle Board","Sandbanks, Elite, Paddle board, Inflatable, SUP, iSUP, paddleboard,","Sandbanks SUP Style Elite 10' 6'' inflatable paddle board is a complete iSUP packagr ideal for beginners intermediate paddlers. This all round paddleboard comes with paddle, leash and all the accessories you need to get on the water. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/paddle/boards/sandbanks/elite/10-6/isup/,,,EliteTQ,,
"  SKU",5825,[CS]Color=Turquoise:#13d4f2,,EliteTQ,,,,,,289.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5826,"[CS]Color=Midnight Blue:#002080",,Elite-Blue,,,,,,279.00,226.92,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
