"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Product Image ID - 26","Product Image File - 26","Product Image Description - 26","Product Image Is Thumbnail - 26","Product Image Sort - 26","Product Image ID - 27","Product Image File - 27","Product Image Description - 27","Product Image Is Thumbnail - 27","Product Image Sort - 27","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",4514,"[S]OC-1 Filter=20"" Top Mount Filter with OC-1",,ZZOC-1/20T,,,,,,529.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4515,"[S]OC-1 Filter=24"" Top Mount Filter with OC-1",,ZZOC-1/24T,,,,,,654.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4516,"[S]OC-1 Filter=30"" Top Mount Filter with OC-1",,ZZOC-1/30T,,,,,,1164.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4517,"[S]OC-1 Filter=36"" Top Mount Filter with OC-1",,ZZOC-1/36T,,,,,,1559.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",6150,,,ZZOC-1/20,,,,,,[FIXED]549,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6151,,,ZZOC-1/24,,,,,,[FIXED]694.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6152,,,ZZOC-1/30,,,,,,[FIXED]1164.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6153,,,ZZOC-1/36,,,,,,[FIXED]1549.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6154,,,ZZOC-1/20T,,,,,,[FIXED]529.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6155,,,ZZOC-1/24T,,,,,,[FIXED]654.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6156,,,ZZOC-1/30T,,,,,,[FIXED]1164.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6157,,,ZZOC-1/36T,,,,,,[FIXED]1559.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1998,"15mm Lightweight Campervan Furniture Ply - Denim Blue",P,JLS306732,,Morland,,Right,"<h1 style=""text-align: justify;"">15mm Lightweight Furniture Ply Wood - Denim Blue</h1> <p style=""text-align: justify;"">Our<em> Denim Blue lightweight furniture ply board wood</em> is available to purchase in sheets with dimensions of 2500mm x 1220mm x 15mm</p> <ul style=""text-align: justify;""> <li>Denim Blue textured finish</li> <li>Laminate faced</li> <li>Double sided veneer</li> <li>Scratch and impact resistant</li> <li>50% lighter than MFC Chipboard</li> <li>9-ply CPL construction</li> <li>Suitable for vehicle conversions</li> <li>Suitable for vertical and horizontal surfaces</li> <li>PEFC sustainable timber certified</li> <li>Made in the UK</li> </ul> <h2 style=""text-align: justify;"">Available for collection only</h2> <p style=""text-align: justify;"">Due to the size and weight of this product, lightweight campervan furniture ply is only available for collection from our retail outlet in Wirral (postcode: CH63 3PR) just between Chester and Liverpool in North West England. <span style=""color: #ff0000;"">We recommend you call our sales team on 0151 334 0222 prior to your visit to confirm and/or reserve stock.</span></p>",175.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,N,Y,"#Our Denim Blue lightweight campervan furniture ply is only available for collection from our retail outlet. Please call our team on 0151 334 0222 to confirm stock and/or reserve prior to your visit.",none,0,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific;Caravan, Campervan & Motorhome/Conversion Equipment/Lightweight Ply",7988,h/870/denim-blue-lightweight-campervan-furniture-ply1__89374.jpg,"Our 15mm Denim Blue lightweight furniture ply is constructed from 9-ply layers.",Y,0,7987,a/822/denim-blue-lightweight-campervan-furniture-ply2__82582.jpg,"Close-up image of our Denim Blue furniture ply board",N,1,7989,b/330/denim-blue-lightweight-campervan-furniture-ply3__66412.jpg,"An example of how the Denim Blue furniture ply would look when installed",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"denim blue, camper, motorhome, campervan, conversion, furniture, lightweight, ply, wood, board, voehringer,plywood ","15mm Lightweight Campervan Furniture Ply Wood - Denim Blue","Lightweight, furniture, ply, wood, denim, blue, mdf, voehringer, campervan, motorhome","Our Denim Blue 15mm Lightweight Furniture Ply Board Wood suitable for campervan motorhome caravan van conversion Voehringer kitchen",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lightweight-ply/denim-blue/,,,,,"""Weight (kg)=26.00"""
Product,1999,"15mm Lightweight Campervan Ply Grey Santa Fe Oak",P,JLS100843,,Morland,,Right,"<h1 style=""text-align: justify;"">15mm Lightweight Furniture Ply Wood -&nbsp;<span class=""base"" data-ui-id=""page-title-wrapper"">Grey Santa Fe Oak</span></h1> <p style=""text-align: justify;"">Our<em>&nbsp;Grey Santa Fe Oak lightweight furniture ply board wood</em> is available in sheets with dimensions of 2500mm x 1220mm x 15mm which can then be cut to size as required.</p> <ul style=""text-align: justify;""> <li><em>Grey Santa Fe Oak</em>&nbsp;textured finish</li> <li>Double sided veneer</li> <li>Laminate faced</li> <li>Scratch and impact resistant</li> <li>9-ply CPL construction</li> <li>50% lighter than MFC Chipboard</li> <li>Suitable for vehicle conversions</li> <li>Suitable for vertical and horizontal surfaces</li> <li>PEFC sustainable timber certified</li> <li>Made in the UK</li> </ul> <h2 style=""text-align: justify;"">Available for collection only</h2> <p style=""text-align: justify;"">Due to the size and weight of this product, lightweight ply is only available for collection from our retail outlet in Wirral (postcode: CH63 3PR) just between Chester and Liverpool in North West England. <span style=""color: #ff0000;"">We recommend you call our sales team on 0151 334 0222 prior to your visit to confirm and/or reserve stock.</span></p>",175.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,N,N,,"by product",0,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific;Caravan, Campervan & Motorhome/Conversion Equipment/Lightweight Ply",11563,x/850/morland_15mm_lightweight_furniture_plywood_grey_santa_fe_oak_copy__27602.jpg,"Morland Grey Santa Fe Oak lightweight ply",Y,0,11564,o/625/morland_grey_sant_fe_oak__80571.png,,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"carbon, black, camper, motorhome, campervan, conversion, furniture, lightweight, ply, wood, board, voehringer, morland,plywood","15mm Lightweight Campervan Furniture Ply Wood - Grey Santa Fe Oak","Lightweight, furniture, ply, wood, Grey Santa Fe Oak, mdf, voehringer, campervan, motorhome","Our Grey Santa Fe Oak 15mm Lightweight Furniture Ply Board Wood suitable for campervan motorhome caravan van conversion Voehringer kitchen",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/campervan/lightweight/ply/morland/carbon/black/,,,,,"""Weight (kg)=26.00"""
Product,2000,"15mm Lightweight Campervan Furniture Ply - Gloss Black",P,JLS305574,,Morland,,Right,"<h1 style=""text-align: justify;"">15mm Lightweight Furniture Ply Wood - Gloss Black</h1> <p style=""text-align: justify;"">Our<em> Gloss Black lightweight furniture ply board wood</em> is available to purchase in sheets with dimensions of 2500mm x 1220mm x 15mm</p> <ul style=""text-align: justify;""> <li>Gloss Black smooth finish</li> <li>Scratch and impact resistant</li> <li>Double sided veneer</li> <li>Laminate faced</li> <li>50% lighter than MFC Chipboard</li> <li>9-ply CPL construction</li> <li>Suitable for vehicle conversions</li> <li>Suitable for vertical and horizontal surfaces</li> <li>PEFC sustainable timber certified</li> <li>Made in the UK</li> </ul> <h2 style=""text-align: justify;"">Our Morland ply is available for collection only</h2> <p style=""text-align: justify;"">Due to its size and weight, our lightweight campervan furniture ply is only available for collection from our retail outlet in Wirral (postcode: CH63 3PR) just between Chester and Liverpool in the North West of England. <span style=""color: #ff0000;"">Please call our sales team on 0151 334 0222 prior to your visit to confirm and/or reserve stock.</span></p>",195.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,N,N,"#Our gloss black lightweight campervan furniture ply is only available for collection from our retail outlet. Please call our team on 0151 334 0222 to confirm stock and/or reserve prior to your visit.",none,0,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific;Caravan, Campervan & Motorhome/Conversion Equipment/Lightweight Ply",7996,h/094/gloss-black-lightweight-campervan-furniture-ply-2__26203.jpg,"Detail image of the 9 ply construction of our Gloss Black lightweight furniture ply",Y,0,7995,x/208/gloss-black-lightweight-campervan-furniture-ply-1__28804.jpg,"Gloss Black sample image of our lightweight furniture ply board",N,1,7997,v/511/gloss-black-lightweight-campervan-furniture-ply-3__12104.jpg,"How our Gloss Black lightweight furniture ply looks when installed in a campervan.",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gloss, black, camper, motorhome, campervan, conversion, furniture, lightweight, ply, wood, board, voehringer,plywood ","Gloss Black 15mm Lightweight Campervan Furniture Ply Wood","Lightweight, furniture, ply, wood, gloss, black, mdf, voehringer, campervan, motorhome","Our Gloss Black 15mm Lightweight Furniture Ply Board Wood perfect for campervan motorhome caravan van conversion Voehringer kitchen",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lightweight-ply/gloss-black,,,,,"""Weight (kg)=26.00"""
Product,2001,"15mm Lightweight Campervan Furniture Ply - Blue Grey Metallic",P,JLS306731,,Morland,,Right,"<h1 style=""text-align: justify;"">15mm Lightweight Furniture Ply Wood - Blue Grey Metallic (DISCONTINUED)</h1> <p style=""text-align: justify;"">Our<em> Blue Grey Metallic lightweight furniture ply board wood</em> is available to purchase in sheets with dimensions of 2500mm x 1220mm x 15mm</p> <ul style=""text-align: justify;""> <li>Blue Grey Metallic finish</li> <li>Laminate faced</li> <li>Double sided veneer</li> <li>50% lighter than MFC Chipboard</li> <li>9-ply CPL construction<br />Scratch and impact resistant</li> <li>Suitable for vehicle conversions</li> <li>Suitable for vertical and horizontal surfaces</li> <li>PEFC sustainable timber certified</li> <li>Made in the UK</li> </ul> <h2 style=""text-align: justify;"">Available for collection only</h2> <p style=""text-align: justify;"">Due to the size and weight, our campervan furniture ply is only available for collection from our warehouse.&nbsp;<span style=""color: #ff0000;"">We recommend you call our sales team on 0151 334 0222 prior to your visit to confirm and/or reserve stock.</span></p>",175.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,N,N,"#Our blue grey metallic campervan furniture ply is only available for collection from our retail outlet. Please call our team on 0151 334 0222 to confirm stock and/or reserve prior to your visit.",none,0,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific;Caravan, Campervan & Motorhome/Conversion Equipment/Lightweight Ply",8003,a/901/blue-grey-metallic-lightweight-campervan-furniture-ply-2__78882.jpg,"The 9 ply construction of our 15mm lightweight furniture ply",Y,0,8001,f/592/blue-grey-metallic-lightweight-campervan-furniture-ply-1__26897.jpg,"Detail image of the blue grey metallic veneer finish on our lightweight furniture ply",N,1,8002,z/146/blue-grey-metallic-lightweight-campervan-furniture-ply-3__66625.jpg,"Our blue grey metallic lightweight furniture ply when in situ in a campervan.",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"grey, blue, metallic, camper, motorhome, campervan, conversion, furniture, lightweight, ply, wood, board, voehringer,plywood ","15mm Lightweight Campervan Furniture Ply Wood - Blue Grey Metallic","Lightweight, furniture, ply, wood, blue, grey, metallic, voehringer, campervan, motorhome","Our blue grey metallic 15mm Lightweight Furniture Ply Board Wood perfect for campervan motorhome caravan van conversion Voehringer kitchen",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lightweight-ply/blue-grey-metallic/,,,,,"""Weight (kg)=26.00"""
Product,2002,"15mm Lightweight Campervan Furniture Ply - Silver Grey Metal Slate",P,JLS106259,,Morland,,Right,"<h1 style=""text-align: justify;"">15mm Lightweight Furniture Ply Wood -&nbsp;Silver Grey Metal Slate</h1> <p style=""text-align: justify;"">Our<em>&nbsp;Silver Grey Metal Slate lightweight furniture ply board wood</em> is available to purchase in sheets with dimensions of 2500mm x 1220mm x 15mm</p> <ul style=""text-align: justify;""> <li>Silver Grey Metal Slate&nbsp;textured finish</li> <li>Laminate faced</li> <li>Double sided veneer</li> <li>50% lighter than MFC Chipboard</li> <li>9-ply CPL construction<br />Scratch and impact resistant</li> <li>Suitable for vehicle conversions</li> <li>Suitable for vertical and horizontal surfaces</li> <li>PEFC sustainable timber certified</li> <li>Made in the UK</li> </ul> <h2 style=""text-align: justify;"">Available for collection only</h2> <p style=""text-align: justify;"">Due to the size and weight, our lightweight campervan furniture ply is only available for collection from our retail outlet in Wirral (postcode: CH63 3PR) just between Chester and Liverpool in North West England. <span style=""color: #ff0000;"">We recommend you call our sales team on 0151 334 0222 prior to your visit to confirm and/or reserve stock.</span></p>",175.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,N,Y,"#Silver Grey Metal Slate lightweight campervan furniture ply is only available for collection from our retail outlet. Please call our team on 0151 334 0222 to confirm stock and/or reserve prior to your visit.",none,0,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific;Caravan, Campervan & Motorhome/Conversion Equipment/Lightweight Ply",26241,s/084/silver_grey_metal_slate_lightweight_ply__24544.png,"Grain detail image of our Silver Grey Metal Slate  lightweight furniture ply with high layer count",Y,0,11560,c/267/morland_silver_grey_metal_slate_copy__41853.jpg,"Grain detail image of our Silver Grey Metal Slate  lightweight furniture ply",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"black, pixel, camper, motorhome, campervan, conversion, furniture, lightweight, ply, wood, board, voehringer,plywood ","Silver Grey Metal Slate 15mm Lightweight Campervan Furniture Ply Wood","Lightweight, furniture, ply, wood, Silver, Grey, Metal, Slate, voehringer, campervan, motorhome","Our Silver Grey Metal Slate 15mm Lightweight Furniture Ply Board Wood perfect for campervan motorhome caravan van conversion Voehringer kitchen",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lightweight-ply/black-pixel/,,,,,"""Weight (kg)=26.00"""
Product,2003,"Dometic Waeco Cool-Ice WCI 33 Portable Coolbox",P,9600000502,,Dometic,,Right,"<h1 style=""text-align: justify;"">Dometic Waeco Cool-Ice WCI33 Portable Coolbox</h1> <p>The Dometic Waeco Cool-ice WCI33 cool box is designed to keep ice for anything up to 10 days depending on model usage and conditions that it&rsquo;s used in. Popular for weekend getaways and camping trips and robust enough to deal with the continuous exposure to weather experienced on boats, the WCI33 is a robust all rounder.</p> <p>With impact resistant,&nbsp;seamless rotomoulded plastic this <em>Dometic Waeco coolbox</em> boasts ""indestructible"" durability with a unique labyrinth seal design to ensure superior ice storage. With food grade polyethylene construction and refrigeration grade foam insulation the <strong>Dometic WCI 33 </strong>is hygienic and easy to clean with A+++ efficiency rating.</p> <h2 style=""text-align: justify;"">Dometic Waeco Cool Ice WCI-33 Key Features:-</h2> <ul> <li>Low heat absorption</li> <li>Seamless casing</li> <li>Highly durable for the toughest conditions</li> <li>5 year guarantee!</li> <li>Melt water drain plug</li> <li>Steel Pin Hinges</li> <li>ABS Clasps for easy lock and seal</li> <li>Large none slip feet</li> <li>Keeps ice frozen for several days</li> <li>Food grade polyethylene CFC free material</li> <li>Durable, hygienic and easy to clean</li> <li>A+++ efficiency rating</li> <li>Handy shoulder strap</li> </ul> <h3>&nbsp;</h3> <h3><span style=""color: #ff0000;"">Best Usage:</span></h3> <ul> <li><span style=""color: #333333;""> Chill all groceries and drinks before use and pack the boxes as full as possible(standard freezer packs or ice cubes are suitable as coolants). </span></li> <li><span style=""color: #333333;"">Store the ice box in a cool area for several hours before and during use, making sure to keep it out of direct sunlight. </span></li> <li><span style=""color: #333333;"">Please avoid opening the coolbox unnecessarily as air will compromise the cooling capacity and limit the cooling duration. </span></li> <li><span style=""color: #333333;"">Ambient temperatures still play a part in the capacity to keep ice for longer so please be aware that the maximum time given for keeping ice can vary due to this.</span></li> </ul>",149.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"The Dometic Waeco WCI33 is sent on a next working day carrier!","by product",0,0,"Fridges & Coolboxes/Cool Boxes;Fridges & Coolboxes/Cool Boxes/Camping Cool Boxes;Camping/Cooling;Camping/Cooling/Camping Cool Boxes",8016,k/959/wci-preview__15556.jpg,"Dometic Waeco Cool-Ice WCI33 Portable Coolbox",Y,0,8017,e/098/wci-open-preview__82953.jpg,"Dometic Waeco WCI33 Coolbox",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wci, coolbox, cool, ice, WCI33,box, cooler,","Dometic Waeco Cool-Ice WCI33 Cool Box","Dometic, Waeco, Cooler, Coolbox, Ice, WCI33, Cool-Ice","The Dometic Waeco WCI33 Cool box is durable, hygienic and easy to transport with superior ice storgage capacity",,,,New,N,N,,N,,,0,"Default Tax Class",4015704255164,N,/caravan-motorhome/dometic-waeco-cool-ice-wci-33-portable-coolbox/,,4015704255164,9600000502,,"""Height (mm)=360"";""Width (mm)=440"";""Depth (mm)=400"";""Storage Volume=33 Litres"";""Weight=5.75 Kg"";""Comes With=Carry Strap"""
Product,2004,"15mm Lightweight Campervan Furniture Ply - White Spark",P,JLS306736,,Morland,,Right,"<h1 style=""text-align: justify;"">15mm Lightweight Furniture Ply Wood - White Spark</h1> <p style=""text-align: justify;"">Our<em> White Spark lightweight furniture ply board wood</em> is available to purchase in sheets with dimensions of 2440mm x 1220mm x 15mm</p> <ul style=""text-align: justify;""> <li>White Spark smooth finish</li> <li>Laminate faced</li> <li>Double sided veneer</li> <li>9-ply CPL construction</li> <li>50% lighter than MFC Chipboard<br />Scratch and impact resistant</li> <li>Suitable for vehicle conversions</li> <li>Suitable for vertical and horizontal surfaces</li> <li>PEFC sustainable timber certified</li> <li>Made in the UK</li> </ul> <h2 style=""text-align: justify;"">Available for collection only</h2> <p style=""text-align: justify;"">Due to the size and weight, our lightweight campervan furniture ply is only available for collection from our retail outlet in Wirral (postcode: CH63 3PR) just between Chester and Liverpool in North West England. <span style=""color: #ff0000;"">We recommend you call our sales team on 0151 334 0222 prior to your visit to confirm and/or reserve stock.</span></p> <p style=""text-align: justify;"">&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p><span style=""color: #ff0000;"">&nbsp;</span></p> <p>&nbsp;</p>",198.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,N,N,,"by product",0,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific;Caravan, Campervan & Motorhome/Conversion Equipment/Lightweight Ply",8011,m/919/white-spark-lightweight-campervan-furniture-ply-1__47927.jpg,"Detail image of the smooth grain design of the white spark lightweight furniture ply",Y,0,8012,c/785/white-spark-lightweight-campervan-furniture-ply-2__92252.jpg,"Image of the 9 ply construction of the white spark lightweight furniture ply",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, spark, camper, motorhome, campervan, conversion, furniture, lightweight, ply, wood, board, voehringer, plywood","White Spark 15mm Lightweight Campervan Furniture Ply Wood","Lightweight, furniture, ply, wood, white, spark, voehringer, campervan, motorhome","Our white spark 15mm Lightweight Furniture Ply Board Wood great for campervan motorhome caravan van conversion Voehringer kitchen",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lightweight-ply/white-spark/,,,,,"""Weight (kg)=26.00"""
