"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",1273,"[S]Select Size=Movelite 2 (180 - 240cm)",,OXMO2,,,,,,,0.00,,,,N,,,,,,,,,,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1274,"[S]Select Size=Movelite 2XL (240 - 290cm)",,OXMO2XL,,,,,,,0.00,,,,N,,,,,,,,,,99999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,1497,"Dometic HiPro 3000 Hotel Silent Mini Bar Absorption Fridge",P,9105704294,,Dometic,"Hipro Sliding Hinge Kit",Right,"<h1>Dometic HiPro 3000 Hotel Silent Mini Bar Fridge</h1> <p><span>Specially designed for use as a mini fridge in guest rooms, the Dometic HiPro 3000 Hotel Silent Mini Bar Fridge is ideal for use in hotels or B&amp;B&rsquo;s.</span></p> <p><span>Silent to run and featuring two shelves and door racks for optimum chilled food and beverage organisation, the Dometic HiPro 3000 also offers the lowest energy consumption of all of Dometic&rsquo;s absorption mini fridges making it a terrifically energy efficient unit which can help to reduce long term bills and energy wastage.&nbsp;</span></p> <h3>Quality Features</h3> <ul> <li>Mains 240 volt operation only</li> <li>Modular system of shelves and door racks</li> <li>Lowest energy consumption for noiseless absorption miniBars</li> <li>Setup diagnosis via LED</li> <li>Sensor-controlled LED interior light</li> <li>LED door opening control display (optional)</li> <li>Temperature setting by remote control</li> <li>Clip &amp; Click: door hinge can be changed without tools</li> <li>Fuzzy Logic Technology</li> <li>Automatic Defros</li> </ul>",449.95,0.00,0.00,0.00,0.0000,N,"2 Years Service Centre Warrany",2.0100,0.0000,0.0000,0.0000,N,N,Discontinued,none,0,0,"Fridges & Coolboxes/Fridges/Mini Fridges",4749,b/485/HiPro_3000_Standard__48304.jpg,"Dometic HiPro 3000 Free standing mini fridge",Y,0,4761,m/117/ventilation_hipro_minibar_desk__89178.jpg,,N,1,4762,m/257/ventilation_hipro_minibar_furniture__05811.jpg,,N,2,4763,k/069/HiPro3000_Closed__83002.jpg,,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hipro, 3000, minibar, minifridge, mini, bar, fridge,","Dometic HiPro 3000 Hotel Silent Mini Bar Guest Room Fridge (9105704294)","Dometic, HiPro, 3000, Hotel, Mini, Bar, minibar, guest, room, silent, Fridge, 9105704294,","Find out more information about Dometic HiPro 3000 Hotel Silent Mini Bar Fridge is available with a 3-5 working day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/fridges/mini-fridges/dometic-hipro-3000-hotel-silent-mini-bar-absorption-fridge/,,,9105704294,,"""Dimensions=H527 x W388 x D418 mm"";""Model class=30 Litres"";""Storage volume (approx.)=26 Litres"";Colour=Anthracite;""Can be built-in/integrated=Yes"";""Variable sliding hinge=Yes"";""Variable door hinge=Yes"";""Input rating=65 W"";""Energy consumption=0.57 kWh/24 h"";""Options=Lock, Decorative panel, LED door opening control display, Infra-red remote control"";""Number of shelves=2"";""Total racks at inner door=2 multi-functional"""
"  Rule",156,"[C]Add Sliding Hinge Kit=Yes",,,,,,,,[ADD]6.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1498,"Dometic HiPro 4000 Standard Hotel Mini Bar Absorption Fridge",P,9105704261,,Dometic,"Hipro Sliding Hinge Kit",Right,"<div class=""col-sm-4""> <div class=""row""> <div class=""spb_content_element col-sm-12 spb_text_column""> <div class=""usps spb_wrapper clearfix""> <h1>Dometic HiPro 4000 Silent Hotel Mini Bar Fridge</h1> <p><span>Designed specifically for optimum use in the guest rooms of hotels and B&amp;B&rsquo;s, the Dometic HiPro 4000 Mini Bar Fridge provides chilled food and drink and runs silent, so guests needn&rsquo;t ever be disturbed.</span></p> <p><span>Terrifically energy efficient, the Dometic HiPro 4000 Hotel Silent Mini Bar Fridge offers the lowest energy consumption of all of Dometic&rsquo;s mini fridges (which could help to reduce long term bills and energy wastage) and has two shelves and door racks inside the unit to keep goods neatly organised.</span></p> <h3>Quality Features</h3> <ul> <li>Mains 240 volt operation only</li> <li>Modular system of shelves and door racks</li> <li>Lowest energy consumption for noiseless absorption miniBars</li> <li>Setup diagnosis via LED</li> <li>Sensor-controlled LED interior light</li> <li>LED door opening control display (optional)</li> <li>Temperature setting by remote control</li> <li>Clip &amp; Click: door hinge can be changed without tools</li> <li>Fuzzy Logic Technology</li> <li>Automatic Defrost</li> </ul> </div> </div> </div> </div>",475.00,0.00,0.00,0.00,0.0000,N,"2 years service centre warranty",2.0100,0.0000,0.0000,0.0000,N,N,"Delivery 3-7 working days!",none,0,0,"Fridges & Coolboxes/Fridges/Mini Fridges",4767,d/195/HiPro4000_Open__57987.jpg,"HiPro 4000 Interior Detail",Y,0,4795,w/915/HiPro3000_Closed_1__13638.jpg,"Door and frame detail",N,1,4766,g/043/ventilation_hipro_minibar_furniture_1__71674.jpg,"Furniture air flow example",N,2,4768,n/182/ventilation_hipro_minibar_desk_2__11616.jpg,"Desk air flow example",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hipro, 4000, mini, bar, fridge, minibar, 9105704261,","Dometic HiPro 4000 Silent Hotel Mini Bar Guest Room Bottle Fridge (9105704261)","Dometic, Hipro, 4000, Silent, Hotel, Mini, Bar,Guest, Room, Bottle, Fridge, 9105704261,","Find out more details about the Dometic HiPro 4000 Silent Hotel Mini Bar Fridge and place an order today!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/fridges/mini-fridges/dometic-hipro-4000-standard-hotel-mini-bar-absorption-fridge/,,,9105704261,,"""Dimensions=H559 x W405 x D452 mm"";""Model Class=40 Litres"";""Storage Volume ( Approximately )=34 Litres"";Colour=Anthracite;""Can be built-in/integrated=Yes"";""Variable sliding hinge=Yes"";""Variable door hinge=Yes"";""LED interior light=Yes"";""Input rating=65 W"";""Energy consumption=0.65 kWh/24 h"";""Options=Lock Decorative panel LED door opening control display Infra-red remote control Also available as stand-alone model (Available with rear wall cover and 42 mm feet (+20 mm depth)"";""Number of shelves=2"";""2  Total racks at inner door=2 multi-functional"""
"  Rule",155,"[C]Add Sliding Hinge Kit=Yes",,,,,,,,[ADD]6.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1499,"Dometic-Smev 9222 Hob and Sink, NRX50 Fridge & Sargent EC160 Complete Conversion Kit 2",P,9222-Kit2,,Smev,"Conversion Kit With Power Supply",Right,"<h1>Dometic Smev 9222 Hob and Sink, NRX50 Fridge &amp; Sargent EC160 Complete Van Conversion Kit 2</h1> <p>The <strong>Dometic Smev 9222 Hob and Sink</strong> along with the Dometic NRX50 and Sargent EC160 Power Management System is the ideal van conversion kit to get your project started for either campervan or motorhome.</p> <h2>Whats Included:</h2> <p>&bull;&nbsp;&nbsp; &nbsp;9222 Hob and Sink (Includes: seal &amp; siphon)<br />&bull;&nbsp;&nbsp; &nbsp;Smev AC539 micro switch Cold Tap or Hot &amp; Cold Tap<br />&bull;&nbsp;&nbsp; &nbsp;Whale Submersible Pump<br />&bull;&nbsp;&nbsp;&nbsp; 2 x 10L Jerry Cans (Dimensions - L28cm x W13cm x H34cm)<br />&bull;&nbsp;&nbsp; &nbsp;2mtr x 10mm Cold Pipe<br />&bull;&nbsp;&nbsp; &nbsp;2mtr x 20mm Waste Pipe<br />&bull;&nbsp;&nbsp; &nbsp;2mtr x 8mm Copper Pipe<br />&bull;&nbsp;&nbsp; &nbsp;2mtr x 10mm Hot Pipe (Only available when mixer tap selected)<br />&bull;&nbsp;&nbsp; &nbsp;2 x 75mm Floor Vent <br />&bull;&nbsp;&nbsp; &nbsp;Pack of x 5 P Clips<br />&bull;&nbsp;&nbsp; &nbsp;4 x Jubilee Clips<br />&bull;&nbsp;&nbsp; &nbsp;1x 8mm Straight Compression Coupling <br /> &bull;&nbsp; &nbsp; NRX50 Dometic Fridge <br />&bull;&nbsp;&nbsp; &nbsp;2 x CBE 3 Pin Socket<br />&bull;&nbsp;&nbsp; &nbsp;1 x CBE Auto Socket<br />&bull;&nbsp;&nbsp; &nbsp;2 x CBE 3 Pin Back Box <br />&bull;&nbsp;&nbsp;&nbsp; 1 x CBE Double Support and Granite Frame<br />&bull;&nbsp;&nbsp; &nbsp;1 x CBE Single Support and Granite Frame<br />&bull;&nbsp;&nbsp; &nbsp;10 mtre Extension Cable<br />&bull;&nbsp;&nbsp; &nbsp;Gas Bottle Restaining Bracket and Strap<br />&bull;&nbsp;&nbsp; &nbsp;Surface mounted 230V electrical Input</p> <h3>Camping Gaz :</h3> <p>&bull;&nbsp;&nbsp; &nbsp;1x Camping Gaz Regulator<br />&bull;&nbsp;&nbsp; &nbsp;1x 8mm Compression Nozzle<br />&bull;&nbsp;&nbsp; &nbsp;1mtr LPG Gas Hose</p> <h3>Bulkhead Option includes</h3> <p>&bull;&nbsp;&nbsp; &nbsp;1 x 8mm Bulkhead Regulator<br />&bull;&nbsp;&nbsp; &nbsp;1 x 45cm&nbsp;Butane Pigtail<br />&bull;&nbsp;&nbsp; &nbsp;1 x 8mm 90&deg; Compression Elbow<br />&bull;&nbsp;&nbsp; &nbsp;1 x Gaz Adapter</p> <h3>Power Supply Unit:</h3> <ul> <li><a href=""https://www.jacksonsleisure.com/caravan-motorhome/electrical/control-panels/sargent-ec160v-psu-vertical-power-supply-unit/"" target=""_blank"">Sargent EC160V Power Supply Unit (Vertical)</a></li> <li><a href=""https://www.jacksonsleisure.com/sargent/ec160/power/management/system/"" target=""_blank"">Sargent EC160 Power Supply Unit (Horizontal)</a></li> </ul> <h3>The Camping Gaz option is for use with non-permanent installations, and the Bulkhead Regulator is for use with permanent installations.</h3> <p><iframe src=""https://www.youtube.com/embed/7mvt787d3K4?rel=0&amp;showinfo=0"" width=""560"" height=""315"" frameborder=""0""></iframe></p> <p>Please note, Dometic warranty does not cover 9222 hobs for boat and marine usage, including both inland and offshore waterways.</p>",1299.00,0.00,0.00,0.00,0.0000,N,"1 year on select items",0.1000,0.0000,0.0000,0.0000,Y,Y,"Fast delivery options available!",none,799999990,0,"Caravan, Campervan & Motorhome/Kitchen Equipment/Hob & Sink Combination ;Conversion Kits;Caravan, Campervan & Motorhome/Kitchen Equipment/Conversion Kits/Kitchen Conversion Kits;Conversion Kits/Kitchen Kits",21671,u/271/9222-Kit2__46864.jpg,,Y,0,8310,a/869/9222R_CR50_BLK_CLS__68218.jpg,"The Van Conversion Kit 2 allows for optional customisation, making it easier to find the kit suited to you. *(Image shows cold water options with bulk head regulator and left hand sink).",N,1,4769,x/629/9222L_BLK_CR50_CR_copy__78296.jpg,"The Van Conversion Kit 2 allows for optional customisation, making it easier to find the kit suited to you. *(Image shows cold water options with bulk head regulator and left hand sink).",N,2,4770,b/991/9222L_Gaz_CR50_CR_copy__99916.jpg,"Campervan Conversion Kit 2 allows for optional customisation, making it easier to find the kit suited to you. *(Image shows cold water options with camping gaz regulator and left hand sink).",N,3,4771,n/730/9222R_CR50_GAZ_CR_copy__18656.jpg,"The Conversion Kit 2 allows for optional customisation, making it easier to find the kit suited to you. *(Image shows cold water options with camping gaz regulator and right hand sink).",N,4,4772,b/508/9222R_CR50_BLK_CR__44941.jpg,"The Conversion Kit 2 allows for optional customisation, making it easier to find the kit suited to you. *(Image shows cold water options with bulk head regulator and right hand sink).",N,5,9251,b/353/9222_Underside__62421.jpg,"Dometic Smev 9222 Underside",N,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9222, NRX50, Sargent, PMS, EC160, Conversion, Kit,sergeant,sergent","Dometic Smev 9222 Hob and Sink NRX50 Fridge & Sargent EC160 Complete Campervan Boat Van Conversion Kit 2","Dometic Smev, 9222, Hob, Sink, NRX50, Fridge, Sargent, EC160, Campervan, Caravan, Motorhome, Boat, Conversion, Kit, marine, van,","Dometic Smev 9222 Hob Sink NRX50 Fridge Sargent EC160 Campervan Conversion Kit next working day delivery",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-campervan-motorhome/kitchen-equipment/hob-sink-combination/dometic-smev-9222-hob-and-sink-nrx50-fridge-sargent-ec160-complete-conversion-kit-2/,,,,,
"  SKU",3088,"[S]Sink=Left Hand Sink,[S]Regulator=Bulk Head Regulator,[S]Power Supply=Sargent EC160 - Vertical,[S]Select Tap=Hot & Cold Mixer Tap",,9222CRXKIT2-L-B-H-EC160-V,,,,,,1359.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3089,"[S]Sink=Right Hand Sink,[S]Regulator=Bulk Head Regulator,[S]Power Supply=Sargent EC160 - Vertical,[S]Select Tap=Hot & Cold Mixer Tap",,9222CRXKIT2-R-B-H-EC160-V,,,,,,1359.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3090,"[S]Sink=Left Hand Sink,[S]Regulator=Gaz Regulator,[S]Power Supply=Sargent EC160 - Vertical,[S]Select Tap=Hot & Cold Mixer Tap",,9222CRXKIT2-L-G-H-EC160-V,,,,,,1319.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3091,"[S]Sink=Right Hand Sink,[S]Regulator=Gaz Regulator,[S]Power Supply=Sargent EC160 - Vertical,[S]Select Tap=Hot & Cold Mixer Tap",,9222CRXKIT2-R-G-H-EC160-V,,,,,,1319.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3092,"[S]Sink=Left Hand Sink,[S]Regulator=Bulk Head Regulator,[S]Power Supply=Sargent EC160 - Vertical,[S]Select Tap=Cold Tap",,9222CRXKIT2-L-B-C-EC160-V,,,,,,1339.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3093,"[S]Sink=Right Hand Sink,[S]Regulator=Bulk Head Regulator,[S]Power Supply=Sargent EC160 - Vertical,[S]Select Tap=Cold Tap",,9222CRXKIT2-R-B-C-EC160-V,,,,,,1339.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3094,"[S]Sink=Left Hand Sink,[S]Regulator=Gaz Regulator,[S]Power Supply=Sargent EC160 - Vertical,[S]Select Tap=Cold Tap",,9222CRXKIT2-L-G-C-EC160-V,,,,,,1299.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3095,"[S]Sink=Right Hand Sink,[S]Regulator=Gaz Regulator,[S]Power Supply=Sargent EC160 - Vertical,[S]Select Tap=Cold Tap",,9222CRXKIT2-R-G-C-EC160-V,,,,,,1339.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3096,"[S]Sink=Left Hand Sink,[S]Regulator=Bulk Head Regulator,[S]Power Supply=Sargent EC160 - Horizontal,[S]Select Tap=Hot & Cold Mixer Tap",,9222CRXKIT2-L-B-H-EC160-H,,,,,,1359.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3097,"[S]Sink=Right Hand Sink,[S]Regulator=Bulk Head Regulator,[S]Power Supply=Sargent EC160 - Horizontal,[S]Select Tap=Hot & Cold Mixer Tap",,9222CRXKIT2-R-B-H-EC160-H,,,,,,1359.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3098,"[S]Sink=Left Hand Sink,[S]Regulator=Gaz Regulator,[S]Power Supply=Sargent EC160 - Horizontal,[S]Select Tap=Hot & Cold Mixer Tap",,9222CRXKIT2-L-G-H-EC160-H,,,,,,1319.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3099,"[S]Sink=Right Hand Sink,[S]Regulator=Gaz Regulator,[S]Power Supply=Sargent EC160 - Horizontal,[S]Select Tap=Hot & Cold Mixer Tap",,9222CRXKIT2-R-G-H-EC160-H,,,,,,1319.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3100,"[S]Sink=Left Hand Sink,[S]Regulator=Bulk Head Regulator,[S]Power Supply=Sargent EC160 - Horizontal,[S]Select Tap=Cold Tap",,9222CRXKIT2-L-B-C-EC160-H,,,,,,1339.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3101,"[S]Sink=Right Hand Sink,[S]Regulator=Bulk Head Regulator,[S]Power Supply=Sargent EC160 - Horizontal,[S]Select Tap=Cold Tap",,9222CRXSKIT2-R-B-C-EC160-H,,,,,,1359.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3102,"[S]Sink=Left Hand Sink,[S]Regulator=Gaz Regulator,[S]Power Supply=Sargent EC160 - Horizontal,[S]Select Tap=Cold Tap",,9222CRXKIT2-L-G-C-EC160-H,,,,,,1299.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3103,"[S]Sink=Right Hand Sink,[S]Regulator=Gaz Regulator,[S]Power Supply=Sargent EC160 - Horizontal,[S]Select Tap=Cold Tap",,9222CRXKIT2-R-G-C-EC160-H,,,,,,1359.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",3436,,,9222CRXKIT2-R-B-H-EC160-V,,,,,,[FIXED]1359,,,,,,,,,,,Y,Y,,,,,,,3436_source_1730129939.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",3450,,,9222CRXKIT2-R-G-C-EC160-H,,,,,,[FIXED]1359,,,,,,,,,,,Y,Y,,,,,,,3450_source_1730130136.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",3449,,,9222CRXKIT2-L-G-C-EC160-H,,,,,,[FIXED]1299,,,,,,,,,,,Y,Y,,,,,,,3449_source_1730130123.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
