"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,1718,"Feelfree Juntos Sit On Top Kayak",P,,,,"Feelfree Juntos",Right,"<h1 style=""text-align: justify;"">Feelfree Juntos Sit On Top Kayak</h1> <p style=""text-align: justify;"">The Feelfree Juntos is a solo sit-on-top kayak that will also take a child passenger on board &ndash; the perfect 1 + &frac12; kayak. It is the ideal solution for those wanting a solo kayak that they can handle and paddle well on their own with a bit of extra storage space, yet will comfortably take a small passenger (or pet). A child-size seat pad is positioned towards the bow of the kayak enabling both paddler and child to face each other as the Feelfree Juntos kayak moves through the water.</p> <p style=""text-align: justify;"">&nbsp;</p> <h2 style=""text-align: justify;"">The Feelfree Juntos is a general purpose adult sit on top kayak with an additional child seat at the front</h2> <p style=""text-align: justify;"">With stability and easy straight line tracking the Feelfree Juntos sit on kayak is a great general purpose kayak perfect for recreational family use. The Juntos sit on top kayak has a large rear storage well and a storage hatch in the centre of the kayak. For easy handling the Feelfree Juntos sit on kayak has moulded-in front, rear &amp; side handles as well as a wheel in the keel for moving the Juntos on hard surfaces.</p> <p>&nbsp;</p> <h3>Feelfree Juntos Sit On Kayak Features:</h3> <p>&nbsp;<img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""juntos-features.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/juntos-features.jpg"" alt=""juntos-features.jpg"" width=""549"" height=""231"" /></p> <ul> <li>Front seat for a child or pet</li> <li class=""bag-main-text"">Centre hatch with mesh bag</li> <li class=""bag-main-text"">Large rear tankwell with bungee</li> <li class=""bag-main-text"">Moulded carry handles at the front, back and sides</li> <li class=""bag-main-text"">Drinks bottle holder</li> <li class=""bag-main-text"">Wheel In The Keel</li> <li class=""bag-main-text"">Seat (optional Extra)</li> <li class=""bag-main-text"">Rod holders (Optional Extra)</li> </ul> <p>&nbsp;<iframe src=""https://www.youtube.com/embed/ISCATXR2bMU"" width=""561"" height=""352"" frameborder=""0""></iframe></p>",399.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,N,"The Feelfree Juntos Sit On Top Kayak is for COLLECTION ONLY! Please call 0151 334 0222","by product",0,0,"Not Live (invisible)/Special Offers",6189,u/790/feelfree-juntos-l__45220.jpg,"Feelfree Juntos Sit On Top Kayak - Melon",Y,0,6190,t/084/juntos-l__26758.jpg,"Feelfree Juntos Sit On Top Kayak - Sapphire",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feelfree, Juntos, Kayak, sit, on, top, paddling, sea, inland, general, solo","Feelfree Juntos sit on top kayak","Feelfree, Juntos, kayak, wheel, paddling, general, sea, inland, ","The Feelfree Juntos is a general purpose adult sit on top kayak with an additional child seat at the front for a small passenger",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/canoes-kayaks/sit-on-tops/feelfree-juntos-sit-on-top-kayak/,,,,,"""Length=340 cm / 11' 2"""""";""Width=77 cm / 30.5"""""";""Weight=27.5 kg / 60.6 lbs"";""Max. Paddler Weight=180 kg / 397 lbs"""
"  SKU",2074,"[CS]Feelfree Juntos Colours=Sappphire:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1930.preview.jpg",,JK1004,,,,,,399.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2075,"[CS]Feelfree Juntos Colours=Lava:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1931.preview.jpg",,JK1005,,,,,,399.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2076,"[CS]Feelfree Juntos Colours=Melon:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1932.preview.jpg",,JK1006,,,,,,399.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",1411,,,JK1004,,,,,,[FIXED]399,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",1412,,,JK1005,,,,,,[FIXED]399,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",1413,,,JK1006,,,,,,[FIXED]399,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1719,"Feelfree Gemini  Sport Tandem Sit On Top Kayak",P,,,,"Gemini Sport Kayak",Right,"<h1>Feelfree Gemini&nbsp; Sport Tandem Sit On Top Kayak</h1> <p style=""text-align: justify;"">The Feelfree Gemini Sport Tandem Kayak is a stable and easy to paddle double Sit On Top Kayak. The versatile Feelfree Gemini Sport can be paddled as a solo, a tandem or a tandem with a smaller child in the middle.This Gemini Sport kayak is manufactured to a high standard being a robust and durable design featuring moulded <span class=""Standard"">carry handles on the sides, bow and stern, with two handy storage hatches and space for fitting fishing rod holders. The wheel&nbsp; built in to the keel enables easy movement of the Feelfree Gemini Sport Kayak on hard surfaces.</span></p> <h2 style=""text-align: justify;"">The Feelfree Gemini Sport is a Great all round Kayak</h2> <p style=""text-align: justify;"">The Feelfree Gemini Sport Tandem sit on top Kayak is suitable for general use on lakes, canals, gently moving rivers, sheltered coastal areas. This stable Gemini Sport Sit On Top Kayak <span class=""Standard"">has a self bailing seating area so that water splashing over will drain away and is</span> comfortable to paddle especially when a padded seat is used for extra back support.&nbsp; An optional directional skeg can also be fitted to assist paddlers in keeping straight which needs removal for solo paddlers.</p> <table style=""width: 624px; height: 239px;"" border=""0"" cellpadding=""5""> <tbody> <tr><th class=""tabletopcolor"" scope=""col"" width=""202"">Kayak Only</th><th class=""tabletopcolor"" scope=""col"" width=""205"">Kayak with Standard Kit</th><th class=""tabletopcolor"" scope=""col"" width=""205"">Kayak with Deluxe kit</th></tr> <tr> <td> <div align=""center"">Feelfree Gemini Sport Kayak</div> </td> <td> <div align=""center"">Feelfree Gemini Sport Kayak</div> </td> <td> <div align=""center"">Feelfree Gemini Sport Kayak</div> </td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">-</div> </td> <td class=""tablemidcolor""> <div align=""center"">2x Feelfree Canvas Seat</div> </td> <td class=""tablemidcolor""> <div align=""center"">2x Feelfree Deluxe Seat</div> </td> </tr> <tr> <td> <div align=""center"">-</div> </td> <td> <div align=""center"">2x Feelfree Alloy Paddle</div> </td> <td> <div align=""center"">2x Feelfree Glass Paddle</div> </td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">-</div> </td> <td class=""tablemidcolor""> <div align=""center"">2x Feelfree Paddle Leash</div> </td> <td class=""tablemidcolor""> <div align=""center"">2x Feelfree Paddle Leash</div> </td> </tr> <tr> <td> <div align=""center"">-</div> </td> <td> <div align=""center"">Feelfree Dry Bag</div> </td> <td> <div align=""center"">Feelfree Dry Bag</div> </td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center""><span style=""color: #ff0000;"">&pound;419</span></div> </td> <td class=""tablemidcolor""> <div align=""center""><span style=""color: #ff0000;"">&pound;549</span></div> </td> <td class=""tablemidcolor""> <div align=""center""><span style=""color: #ff0000;"">&pound;629</span></div> </td> </tr> </tbody> </table> <p><span class=""Standard"">Please select the Feelfree Gemini Sport Sit On Kayak with Wheel and kit option that you require from the drop down list above<br /> </span></p> <h3>Feelfree Gemini Sport Tandem Sit On Kayak Features:</h3> <p>&nbsp; <img class=""__mce_add_custom__"" title=""gemini-features.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/gemini-features.jpg"" alt=""gemini-features.jpg"" width=""509"" height=""214"" /></p> <div> <ul> <li class=""bag-main-text"">2 main seating positions</li> <li class=""bag-main-text"">3rd seat in the centre of kayak for a child or for solo paddling</li> <li class=""bag-main-text"">Moulded side, front and rear carry handles</li> <li class=""bag-main-text"">2 storage hatches with mesh bags</li> <li class=""bag-main-text"">Wheel in keel makes it easy to move around on firm ground (not great on sand or rough ground)</li> <li class=""bag-main-text"">Self draining scupper holes</li> <li class=""bag-main-text"">Paddle parks</li> <li class=""bag-main-text"">Rear on deck storage with bungee's</li> <li class=""bag-main-text"">Seat attachment points (Range of comfortable seats can be added as an optional extra)</li> <li class=""bag-main-text"">Rod holders (Optional Extra)</li> </ul> </div> <p>&nbsp;</p> <p>&nbsp;</p>",419.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,N,"The Feelfree Gemini Sport Sit On Top Kayak is for COLLECTION ONLY! Please call 0151 334 0222","by product",0,0,"Not Live (invisible)/Special Offers",6193,d/042/gemini-angle__44760.jpg,"Feelfree Gemini Sport Tandem Sit On Top Kayak - angled view",Y,0,6194,l/152/Gemini-Sport-Deluxe-Blue-m__61272.jpg,"Feelfree Gemini Sport Kayak with Standard Kit",N,1,6195,n/457/Gemini-Sport-Standard-Red-m__78825.jpg,"Feelfree Gemini Sport Kayak with Deluxe Kit",N,2,6198,f/684/gemini-hatch__45704.jpg,"Feelfree Gemini Sport Tandem Sit On Top Kayak storage compartment",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feelfree, Gemini, Sport, Tandem, Kayak, paddling, sit, on, top, ","Feelfree Gemini Sport Tandem Sit On Top Kayak","Feelfree, Gemini, Sport, Tandem, Kayak, paddling, dual, wheel, river, beach","The Feelfree Gemini Sport Tandem Sit on Top is a stable family kayak perfect for exploring sheltered coastlines, slow moving rivers, canals and lakes",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/canoes-kayaks/sit-on-tops/feelfree-gemini-sport-tandem-sit-on-top-kayak/,,,,,"""Length=3.8 m / 12' 6"""""";""Width=83 cm / 32.5"""""";""Weight=32 kg / 70.5 lbs"";""Capacity=250 kg / 550 lbs"""
"  SKU",2077,"[CS]Gemini Kayak Colour=Sapphire:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1933.preview.jpg,[S]Gemini Kayak=Gemini Sport",,JK1007,,,,,,419.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2078,"[CS]Gemini Kayak Colour=Lava:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1934.preview.jpg,[S]Gemini Kayak=Gemini Sport",,JK1008,,,,,,419.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2079,"[CS]Gemini Kayak Colour=Sapphire:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1933.preview.jpg,[S]Gemini Kayak=Gemini Sport + Standard Kit",,JK1007ST,,,,,,549.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2080,"[CS]Gemini Kayak Colour=Lava:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1934.preview.jpg,[S]Gemini Kayak=Gemini Sport + Standard Kit",,JK1008ST,,,,,,549.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2081,"[CS]Gemini Kayak Colour=Sapphire:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1933.preview.jpg,[S]Gemini Kayak=Gemini Sport + Deluxe Kit",,JK1007DX,,,,,,629.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2082,"[CS]Gemini Kayak Colour=Lava:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1934.preview.jpg,[S]Gemini Kayak=Gemini Sport + Deluxe Kit",,JK1008DX,,,,,,629.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",1414,,,JK1007,,,,,,[FIXED]419,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",1415,,,JK1008,,,,,,[FIXED]419,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",1416,,,JK1007ST,,,,,,[FIXED]549,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",1417,,,JK1008ST,,,,,,[FIXED]549,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",1418,,,JK1007DX,,,,,,[FIXED]629,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",1419,,,JK1008DX,,,,,,[FIXED]629,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1720,"Feelfree Move Sit On Top Kayak",P,,,,"Feelfree Move",Right,"<h1>Feelfree Move Sit On Top Kayak</h1> <p style=""text-align: justify;"">The Feelfree Move Sit On Top Kayak is a compact general purpose kayak to suit smaller adults and children. With a wide hull the stable Feelfree Move is easy to paddle and the defined keel helps with straight line tracking. This Sit On Top Kayak is suited to paddling&nbsp; on canals, lakes, slow flowing rivers and calm coastal waters.</p> <h2 style=""text-align: justify;"">The Feelfree Move is Stable General Purpose Kayak</h2> <p style=""text-align: justify;"">A robust, well designed and compact sit on top kayak the general purpose Feelfree Move has moulded bow, stern and side handles, bow hatch, rear tank well, drain plug and wheel in the keel. The wheel in the keel is designed for use on harder surfaces, not very rough ground,&nbsp; soft sand or mud. The Feelfree Move is a great all round sit on top kayak for smaller paddlers looking for a smaller kayak or introduction to kayaking.</p> <h3>&nbsp;Feelfree Move Sit On Top Kayak Features:</h3> <p><img class=""__mce_add_custom__"" title=""move-features.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/move-features.jpg"" alt=""move-features.jpg"" width=""599"" height=""252"" /></p> <ul> <li>Drinking bottle holder.</li> <li class=""bag-main-text"">Front Storage hatch.</li> <li class=""bag-main-text"">Wheel built into the keel</li> <li class=""bag-main-text"">Bow, stern and side handles.</li> <li class=""bag-main-text"">Rear tank well bungee cords</li> <li class=""bag-main-text"">Optional thigh strap mounts</li> <li class=""bag-main-text"">MDPE (Medium Density Polyethylene)</li> <li class=""bag-main-text"">Seat (Optional Extra)</li> <li class=""bag-main-text"">Rod holders (Optional Extra)</li> </ul>",299.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,N,"The Feelfree Move Sit On Top Kayak is for COLLECTION ONLY! Please call 0151 334 0222","by product",0,0,"Not Live (invisible)/Special Offers",6199,m/631/move-1__18949.jpg,"Feelfree Move Sit On Top Kayak",Y,0,6200,u/875/move-top__62082.jpg,"Feelfree Move Sit On Top Kayak top view with drinks bottle (not supplied)",N,1,6201,x/736/move-wheel__51097.jpg,"Feelfree Move Sit On Top Kayak wheel close up",N,2,6203,y/400/move-2__69248.jpg,"Feelfree Move Sit On Top Kayak alternate colour",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feelfree, Move, Kayak, small, adult, children, paddling, river, lake, sea, stable","Feelfree Move Sit On Top Kayak for Smaller Adult / Children","Feelfree, Move, Kayak, children, smaller, adult, paddling, fishing, wheel, stable","The Feelfree Move is a general purpose sit on top kayak for smaller adult or children. Stable with great straight line tracking",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/canoes-kayaks/sit-on-tops/feelfree-move-sit-on-top-kayak/,,,,,"""Length=2.7 m / 9'"";""Width=75.5 cm / 29.75"""""";""Weight=19 kg / 42 lbs"";""Capacity=20-88 kg / 40-195 lbs"""
"  SKU",2083,"[CS]Move Kayak Colour=Sapphire:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1938.preview.jpg",,JK1009,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2084,"[CS]Move Kayak Colour=Lava:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1939.preview.jpg",,JK1010,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2085,"[CS]Move Kayak Colour=Green:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1940.preview.jpg",,JK1011,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2086,"[CS]Move Kayak Colour=Blue Sky:https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/attribute_value_images/1941.preview.jpg",,JK1012,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
